samID	isEAE	isCD1
SRR7103392	0	1
SRR7103393	0	1
SRR7103394	0	1
SRR7103395	0	1
SRR7103396	0	1
SRR7103397	0	1
SRR7103398	0	1
SRR7103399	0	1
SRR7103400	0	1
SRR7103401	0	1
SRR7103402	0	1
SRR7103403	0	1
SRR7103404	0	1
SRR7103405	0	1
SRR7103406	0	1
SRR7103407	0	1
SRR7103408	0	1
SRR7103409	0	1
SRR7103410	0	1
SRR7103411	0	1
SRR7103412	0	1
SRR7103413	0	1
SRR7103414	0	1
SRR7103415	0	1
SRR7103416	0	1
SRR7103417	0	1
SRR7103418	0	1
SRR7103419	0	1
SRR7103420	0	1
SRR7103421	0	1
SRR7103422	0	1
SRR7103423	0	1
SRR7103424	0	1
SRR7103425	0	1
SRR7103426	0	1
SRR7103427	0	1
SRR7103428	0	1
SRR7103429	0	1
SRR7103430	0	1
SRR7103431	0	1
SRR7103432	0	1
SRR7103433	0	1
SRR7103434	0	1
SRR7103435	0	1
SRR7103436	0	1
SRR7103437	0	1
SRR7103438	0	1
SRR7103439	0	1
SRR7103440	0	1
SRR7103441	0	1
SRR7103442	0	1
SRR7103443	0	1
SRR7103444	0	1
SRR7103445	0	1
SRR7103446	0	1
SRR7103447	0	1
SRR7103448	0	1
SRR7103449	0	1
SRR7103450	0	1
SRR7103451	0	1
SRR7103452	0	1
SRR7103453	0	1
SRR7103454	0	1
SRR7103455	0	1
SRR7103456	0	1
SRR7103457	0	1
SRR7103458	0	1
SRR7103459	0	1
SRR7103460	0	1
SRR7103461	0	1
SRR7103462	0	1
SRR7103463	0	1
SRR7103464	0	1
SRR7103465	0	1
SRR7103466	0	1
SRR7103467	0	1
SRR7103468	0	1
SRR7103469	0	1
SRR7103470	0	1
SRR7103471	0	1
SRR7103472	0	1
SRR7103473	0	1
SRR7103474	0	1
SRR7103475	0	1
SRR7103476	0	1
SRR7103477	0	1
SRR7103478	0	1
SRR7103479	0	1
SRR7103480	0	1
SRR7103481	0	1
SRR7103482	0	1
SRR7103483	0	1
SRR7103484	0	1
SRR7103485	0	1
SRR7103486	0	1
SRR7103487	0	1
SRR7103488	0	1
SRR7103489	0	1
SRR7103490	0	1
SRR7103491	0	1
SRR7103492	0	1
SRR7103493	0	1
SRR7103494	0	1
SRR7103495	0	1
SRR7103496	0	1
SRR7103497	0	1
SRR7103498	0	1
SRR7103499	0	1
SRR7103500	0	1
SRR7103501	0	1
SRR7103502	0	1
SRR7103503	0	1
SRR7103504	0	1
SRR7103505	0	1
SRR7103506	0	1
SRR7103507	0	1
SRR7103508	0	1
SRR7103509	0	1
SRR7103510	0	1
SRR7103511	0	1
SRR7103512	0	1
SRR7103513	0	1
SRR7103514	0	1
SRR7103515	0	1
SRR7103516	0	1
SRR7103517	0	1
SRR7103518	0	1
SRR7103519	0	1
SRR7103520	0	1
SRR7103521	0	1
SRR7103522	0	1
SRR7103523	0	1
SRR7103524	0	1
SRR7103525	0	1
SRR7103526	0	1
SRR7103527	0	1
SRR7103528	0	1
SRR7103529	0	1
SRR7103530	0	1
SRR7103531	0	1
SRR7103532	0	1
SRR7103533	0	1
SRR7103534	0	1
SRR7103535	0	1
SRR7103536	0	1
SRR7103537	0	1
SRR7103538	0	1
SRR7103539	0	1
SRR7103540	0	1
SRR7103541	0	1
SRR7103542	0	1
SRR7103544	0	1
SRR7103545	0	1
SRR7103546	0	1
SRR7103547	0	1
SRR7103548	0	1
SRR7103549	0	1
SRR7103550	0	1
SRR7103551	0	1
SRR7103552	0	1
SRR7103553	0	1
SRR7103554	0	1
SRR7103555	0	1
SRR7103556	0	1
SRR7103557	0	1
SRR7103558	0	1
SRR7103559	0	1
SRR7103560	0	1
SRR7103561	0	1
SRR7103562	0	1
SRR7103563	0	1
SRR7103564	0	1
SRR7103565	0	1
SRR7103566	0	1
SRR7103567	0	1
SRR7103568	0	1
SRR7103569	0	1
SRR7103570	0	1
SRR7103571	0	1
SRR7103572	0	1
SRR7103573	0	1
SRR7103574	0	1
SRR7103575	0	1
SRR7103576	0	1
SRR7103577	0	1
SRR7103578	0	1
SRR7103579	0	1
SRR7103580	0	1
SRR7103581	0	1
SRR7103582	0	1
SRR7103583	0	1
SRR7103584	0	1
SRR7103585	0	1
SRR7103586	0	1
SRR7103587	0	1
SRR7103588	0	1
SRR7103589	0	1
SRR7103590	0	1
SRR7103591	0	1
SRR7103592	0	1
SRR7103593	0	1
SRR7103594	0	1
SRR7103595	0	1
SRR7103596	0	1
SRR7103597	0	1
SRR7103598	0	1
SRR7103599	1	0
SRR7103600	1	0
SRR7103601	1	0
SRR7103602	1	0
SRR7103603	1	0
SRR7103604	1	0
SRR7103605	1	0
SRR7103606	1	0
SRR7103607	1	0
SRR7103608	1	0
SRR7103609	1	0
SRR7103610	1	0
SRR7103611	1	0
SRR7103612	1	0
SRR7103613	1	0
SRR7103614	1	0
SRR7103615	1	0
SRR7103616	1	0
SRR7103617	1	0
SRR7103618	1	0
SRR7103619	1	0
SRR7103620	1	0
SRR7103621	1	0
SRR7103622	1	0
SRR7103623	1	0
SRR7103624	1	0
SRR7103625	1	0
SRR7103626	1	0
SRR7103627	1	0
SRR7103628	1	0
SRR7103629	1	0
SRR7103630	1	0
SRR7103631	1	0
SRR7103632	1	0
SRR7103633	1	0
SRR7103634	1	0
SRR7103635	1	0
SRR7103636	1	0
SRR7103637	1	0
SRR7103638	1	0
SRR7103639	1	0
SRR7103640	1	0
SRR7103641	1	0
SRR7103642	1	0
SRR7103643	1	0
SRR7103644	1	0
SRR7103645	1	0
SRR7103646	1	0
SRR7103647	1	0
SRR7103648	1	0
SRR7103649	1	0
SRR7103650	1	0
SRR7103651	1	0
SRR7103652	1	0
SRR7103653	1	0
SRR7103654	1	0
SRR7103655	1	0
SRR7103656	1	0
SRR7103657	1	0
SRR7103658	1	0
SRR7103659	1	0
SRR7103660	1	0
SRR7103661	1	0
SRR7103662	1	0
SRR7103663	1	0
SRR7103664	1	0
SRR7103665	1	0
SRR7103666	1	0
SRR7103667	1	0
SRR7103668	1	0
SRR7103669	1	0
SRR7103670	1	0
SRR7103671	1	0
SRR7103672	1	0
SRR7103673	1	0
SRR7103674	1	0
SRR7103675	1	0
SRR7103676	1	0
SRR7103677	1	0
SRR7103678	1	0
SRR7103679	1	0
SRR7103680	1	0
SRR7103681	1	0
SRR7103682	1	0
SRR7103683	1	0
SRR7103684	1	0
SRR7103685	1	0
SRR7103686	1	0
SRR7103687	1	0
SRR7103688	1	0
SRR7103689	1	0
SRR7103690	1	0
SRR7103691	1	0
SRR7103692	1	0
SRR7103693	1	0
SRR7103694	1	0
SRR7103695	1	0
SRR7103696	1	0
SRR7103697	1	0
SRR7103698	1	0
SRR7103699	1	0
SRR7103700	1	0
SRR7103701	1	0
SRR7103702	1	0
SRR7103703	1	0
SRR7103704	1	0
SRR7103705	1	0
SRR7103706	1	0
SRR7103707	1	0
SRR7103708	1	0
SRR7103709	1	0
SRR7103710	1	0
SRR7103711	1	0
SRR7103712	1	0
SRR7103713	1	0
SRR7103714	1	0
SRR7103715	1	0
SRR7103716	1	0
SRR7103717	1	0
SRR7103718	1	0
SRR7103719	1	0
SRR7103720	1	0
SRR7103721	1	0
SRR7103722	1	0
SRR7103723	1	0
SRR7103724	1	0
SRR7103725	1	0
SRR7103726	1	0
SRR7103727	1	0
SRR7103728	1	0
SRR7103729	1	0
SRR7103730	1	0
SRR7103731	1	0
SRR7103732	1	0
SRR7103733	1	0
SRR7103734	1	0
SRR7103735	1	0
SRR7103736	1	0
SRR7103737	1	0
SRR7103738	1	0
SRR7103739	1	0
SRR7103740	1	0
SRR7103741	1	0
SRR7103742	1	0
SRR7103743	1	0
SRR7103744	1	0
SRR7103745	1	0
SRR7103746	1	0
SRR7103747	1	0
SRR7103748	1	0
SRR7103749	1	0
SRR7103750	1	0
SRR7103751	1	0
SRR7103752	1	0
SRR7103753	1	0
SRR7103754	1	0
SRR7103755	1	0
SRR7103756	1	0
SRR7103757	1	0
SRR7103758	1	0
SRR7103759	1	0
SRR7103760	1	0
SRR7103761	1	0
SRR7103762	1	0
SRR7103763	1	0
SRR7103764	1	0
SRR7103765	1	0
SRR7103766	1	0
SRR7103767	1	0
SRR7103768	1	0
SRR7103769	1	0
SRR7103770	1	0
SRR7103771	1	0
SRR7103772	1	0
SRR7103773	1	0
SRR7103774	1	0
SRR7103775	1	0
SRR7103776	1	0
SRR7103777	1	0
SRR7103778	1	0
SRR7103779	1	0
SRR7103780	1	0
SRR7103781	1	0
SRR7103782	1	0
SRR7103783	1	0
SRR7103784	1	0
SRR7103785	1	0
SRR7103786	1	0
SRR7103787	1	0
SRR7103788	1	0
SRR7103789	1	0
SRR7103790	1	0
SRR7103791	1	0
SRR7103792	1	0
SRR7103793	1	0
SRR7103794	1	0
SRR7103795	1	0
SRR7103796	1	0
SRR7103797	1	0
SRR7103798	1	0
SRR7103799	1	0
SRR7103800	1	0
SRR7103801	1	0
SRR7103802	1	0
SRR7103803	1	0
SRR7103804	1	0
SRR7103805	1	0
SRR7103806	1	0
SRR7103807	1	0
SRR7103808	1	0
SRR7103809	1	0
SRR7103810	1	0
SRR7103811	1	0
SRR7103812	1	0
SRR7103813	1	0
SRR7103814	1	0
SRR7103815	1	0
SRR7103816	1	0
SRR7103817	1	0
SRR7103818	1	0
SRR7103819	1	0
SRR7103820	1	0
SRR7103821	1	0
SRR7103822	1	0
SRR7103823	1	0
SRR7103824	1	0
SRR7103825	1	0
SRR7103826	1	0
SRR7103827	1	0
SRR7103828	1	0
SRR7103829	1	0
SRR7103830	1	0
SRR7103831	1	0
SRR7103832	1	0
SRR7103833	1	0
SRR7103834	1	0
SRR7103835	1	0
SRR7103836	1	0
SRR7103837	1	0
SRR7103838	1	0
SRR7103839	1	0
SRR7103840	1	0
SRR7103841	1	0
SRR7103842	1	0
SRR7103843	1	0
SRR7103844	1	0
SRR7103845	1	0
SRR7103846	1	0
SRR7103847	1	0
SRR7103848	1	0
SRR7103849	1	0
SRR7103850	1	0
SRR7103851	1	0
SRR7103852	1	0
SRR7103853	1	0
SRR7103854	1	0
SRR7103855	1	0
SRR7103856	1	0
SRR7103857	1	0
SRR7103858	1	0
SRR7103859	1	0
SRR7103860	1	0
SRR7103861	1	0
SRR7103862	1	0
SRR7103863	1	0
SRR7103864	1	0
SRR7103865	1	0
SRR7103866	1	0
SRR7103867	1	0
SRR7103868	1	0
SRR7103869	1	0
SRR7103870	1	0
SRR7103871	1	0
SRR7103872	1	0
SRR7103873	1	0
SRR7103874	1	0
SRR7103875	1	0
SRR7103876	1	0
SRR7103877	1	0
SRR7103878	1	0
SRR7103879	1	0
SRR7103880	1	0
SRR7103881	1	0
SRR7103882	1	0
SRR7103883	1	0
SRR7103884	1	0
SRR7103885	1	0
SRR7103886	1	0
SRR7103887	1	0
SRR7103888	1	0
SRR7103889	1	0
SRR7103890	1	0
SRR7103891	1	0
SRR7103892	1	0
SRR7103893	1	0
SRR7103894	1	0
SRR7103895	1	0
SRR7103896	1	0
SRR7103897	1	0
SRR7103898	1	0
SRR7103899	1	0
SRR7103900	1	0
SRR7103901	1	0
SRR7103902	1	0
SRR7103903	1	0
SRR7103904	1	0
SRR7103905	1	0
SRR7103906	1	0
SRR7103907	1	0
SRR7103908	1	0
SRR7103909	1	0
SRR7103910	1	0
SRR7103911	1	0
SRR7103912	1	0
SRR7103913	1	0
SRR7103914	1	0
SRR7103915	1	0
SRR7103916	1	0
SRR7103917	1	0
SRR7103918	1	0
SRR7103919	1	0
SRR7103920	1	0
SRR7103921	1	0
SRR7103922	1	0
SRR7103923	1	0
SRR7103924	1	0
SRR7103925	1	0
SRR7103926	1	0
SRR7103927	1	0
SRR7103928	1	0
SRR7103929	1	0
SRR7103930	1	0
SRR7103931	1	0
SRR7103932	1	0
SRR7103933	1	0
SRR7103934	1	0
SRR7103935	1	0
SRR7103936	1	0
SRR7103937	1	0
SRR7103938	1	0
SRR7103939	1	0
SRR7103940	1	0
SRR7103941	1	0
SRR7103942	1	0
SRR7103943	1	0
SRR7103944	1	0
SRR7103945	1	0
SRR7103946	1	0
SRR7103947	1	0
SRR7103948	1	0
SRR7103949	1	0
SRR7103950	1	0
SRR7103951	1	0
SRR7103952	1	0
SRR7103953	1	0
SRR7103954	1	0
SRR7103955	1	0
SRR7103956	1	0
SRR7103957	1	0
SRR7103958	1	0
SRR7103959	1	0
SRR7103960	1	0
SRR7103961	1	0
SRR7103962	1	0
SRR7103963	1	0
SRR7103964	1	0
SRR7103965	1	0
SRR7103966	1	0
SRR7103967	1	1
SRR7103968	1	1
SRR7103969	1	1
SRR7103970	1	1
SRR7103971	1	1
SRR7103972	1	1
SRR7103973	1	1
SRR7103974	1	1
SRR7103975	1	1
SRR7103976	1	1
SRR7103977	1	1
SRR7103978	1	1
SRR7103979	1	1
SRR7103980	1	1
SRR7103981	1	1
SRR7103982	1	1
SRR7103983	1	1
SRR7103984	1	1
SRR7103985	1	1
SRR7103986	1	1
SRR7103987	1	1
SRR7103988	1	1
SRR7103989	1	1
SRR7103990	1	1
SRR7103991	1	1
SRR7103992	1	1
SRR7103993	1	1
SRR7103994	1	1
SRR7103995	1	1
SRR7103996	1	1
SRR7103997	1	1
SRR7103998	1	1
SRR7103999	1	1
SRR7104000	1	1
SRR7104001	1	1
SRR7104002	1	1
SRR7104003	1	1
SRR7104004	1	1
SRR7104005	1	1
SRR7104006	1	1
SRR7104007	1	1
SRR7104008	1	1
SRR7104009	1	1
SRR7104010	1	1
SRR7104011	1	1
SRR7104012	1	1
SRR7104013	1	1
SRR7104014	1	1
SRR7104015	1	1
SRR7104016	1	1
SRR7104017	1	1
SRR7104018	1	1
SRR7104019	1	1
SRR7104020	1	1
SRR7104021	1	1
SRR7104022	1	1
SRR7104023	1	1
SRR7104024	1	1
SRR7104025	1	1
SRR7104026	1	1
SRR7104027	1	1
SRR7104028	1	1
SRR7104029	1	1
SRR7104030	1	1
SRR7104031	1	1
SRR7104032	1	1
SRR7104033	1	1
SRR7104034	1	1
SRR7104035	1	1
SRR7104036	1	1
SRR7104037	1	1
SRR7104038	1	1
SRR7104039	1	1
SRR7104040	1	1
SRR7104041	1	1
SRR7104042	1	1
SRR7104043	1	1
SRR7104044	1	1
SRR7104045	1	1
SRR7104046	1	1
SRR7104047	1	1
SRR7104048	1	1
SRR7104049	1	1
SRR7104050	1	1
SRR7104051	1	1
SRR7104052	1	1
SRR7104053	1	1
SRR7104054	1	1
SRR7104055	1	1
SRR7104056	1	1
SRR7104057	1	1
SRR7104058	1	1
SRR7104059	1	1
SRR7104060	1	1
SRR7104061	1	1
SRR7104062	1	1
SRR7104063	1	1
SRR7104064	1	1
SRR7104065	1	1
SRR7104066	1	1
SRR7104067	1	1
SRR7104068	1	1
SRR7104069	1	1
SRR7104070	1	1
SRR7104071	1	1
SRR7104072	1	1
SRR7104073	1	1
SRR7104074	1	1
SRR7104075	1	1
SRR7104076	1	1
SRR7104077	1	1
SRR7104078	1	1
SRR7104079	1	1
SRR7104080	1	1
SRR7104081	1	1
SRR7104082	1	1
SRR7104083	1	1
SRR7104084	1	1
SRR7104085	1	1
SRR7104086	1	1
SRR7104087	1	1
SRR7104088	1	1
SRR7104089	1	1
SRR7104090	1	1
SRR7104091	1	1
SRR7104092	1	1
SRR7104093	1	1
SRR7104094	1	1
SRR7104095	1	1
SRR7104096	1	1
SRR7104097	1	1
SRR7104098	1	1
SRR7104099	1	1
SRR7104100	1	1
SRR7104101	1	1
SRR7104102	1	1
SRR7104103	1	1
SRR7104104	1	1
SRR7104105	1	1
SRR7104106	1	1
SRR7104107	1	1
SRR7104108	1	1
SRR7104109	1	1
SRR7104110	1	1
SRR7104111	1	1
SRR7104112	1	1
SRR7104113	1	1
SRR7104114	1	1
SRR7104115	1	1
SRR7104116	1	1
SRR7104117	1	1
SRR7104118	1	1
SRR7104119	1	1
SRR7104120	1	1
SRR7104121	1	1
SRR7104122	1	1
SRR7104123	1	1
SRR7104124	1	1
SRR7104125	1	1
SRR7104126	1	1
SRR7104127	1	1
SRR7104128	1	1
SRR7104129	1	1
SRR7104130	1	1
SRR7104131	1	1
