GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	isEAE_ceoff	isEAE_ELBO_gain	isEAE_pval	isEAE_FDR
ENSMUSG00000029128	26035	2735	3.084e-01	-1.436e+00	6.903e+00	-2.281e+00	5.916e+00	5.822e-04	5.356e-03
ENSMUSG00000025702	9144	5701	3.655e-01	5.422e+00	2.176e+00	8.846e-01	1.509e+00	8.237e-02	2.274e-01
ENSMUSG00000052934	1327	387	1.336e-01	-4.719e+00	5.001e+00	1.168e+00	-9.833e-02	1.000e+00	1.000e+00
ENSMUSG00000033419	16054	448	1.567e-01	-1.406e+00	4.690e+00	-1.259e+00	2.418e+00	2.786e-02	1.068e-01
ENSMUSG00000021952	1656	323	1.024e-01	-2.393e+00	5.692e+00	-2.269e+00	2.179e+00	3.685e-02	1.211e-01
ENSMUSG00000071337	1879	577	1.404e-01	1.030e+00	5.238e+00	-7.446e-01	9.413e-01	1.700e-01	3.555e-01
ENSMUSG00000000568	8961	4242	2.568e-01	5.550e-01	5.802e+00	2.004e+00	6.680e+00	2.571e-04	3.217e-03
ENSMUSG00000106864	5836	650	2.079e-01	-5.112e-01	3.541e+00	-5.974e-01	2.463e-01	4.827e-01	6.877e-01
ENSMUSG00000050891	3054	1554	1.291e-01	2.547e+00	4.884e+00	1.013e+00	1.191e+00	1.228e-01	2.973e-01
ENSMUSG00000033400	1654	195	6.703e-02	-5.172e+00	4.904e+00	-7.223e-01	4.373e-01	3.497e-01	5.751e-01
ENSMUSG00000028293	7828	1773	1.472e-01	6.537e+00	2.156e+00	7.389e-03	2.275e-01	4.999e-01	6.877e-01
ENSMUSG00000039219	2559	201	1.046e-01	-6.440e+00	3.295e+00	7.934e-02	2.057e-02	8.393e-01	1.000e+00
ENSMUSG00000039178	3979	1843	2.024e-01	4.592e-01	6.143e+00	-2.606e+00	7.828e+00	7.596e-05	1.747e-03
ENSMUSG00000029470	16058	4675	2.794e-01	5.545e+00	2.293e+00	4.720e-01	-2.832e-02	1.000e+00	1.000e+00
ENSMUSG00000006418	6453	2176	2.613e-01	5.760e+00	1.968e+00	-5.488e-01	5.742e-01	2.839e-01	5.022e-01
ENSMUSG00000016181	380	179	2.355e-02	3.245e+00	2.240e+00	-8.260e-01	3.965e-01	3.732e-01	5.872e-01
ENSMUSG00000027012	10138	2253	4.167e-01	-7.843e+00	1.974e+00	-1.111e+00	1.289e+00	1.083e-01	2.769e-01
ENSMUSG00000004626	4695	1777	2.400e-01	3.131e+00	4.399e-01	1.208e+00	1.492e+00	8.405e-02	2.274e-01
ENSMUSG00000032777	838	346	5.525e-02	4.750e+00	5.346e-01	2.565e-01	1.691e-02	8.541e-01	1.000e+00
ENSMUSG00000035674	47519	11765	8.111e-01	-8.475e+00	3.141e+00	8.694e-01	4.588e+00	2.452e-03	1.410e-02
ENSMUSG00000096795	784	102	5.933e-02	-3.823e+00	4.367e+00	-1.901e+00	1.079e+00	1.418e-01	3.261e-01
ENSMUSG00000024095	4687	1258	2.323e-01	-5.528e+00	4.980e+00	2.176e+00	5.652e+00	7.733e-04	5.929e-03
ENSMUSG00000035189	7314	1890	2.391e-01	2.597e+00	4.017e+00	1.882e-01	2.993e-01	4.391e-01	6.516e-01
ENSMUSG00000015766	1150	176	5.525e-02	-5.434e+00	3.583e-01	4.722e-01	1.832e-01	5.449e-01	6.963e-01
ENSMUSG00000022607	12490	5080	3.093e-01	5.713e+00	2.015e+00	2.967e-01	-8.203e-02	1.000e+00	1.000e+00
ENSMUSG00000048000	2269	573	9.964e-02	-1.233e+00	5.042e+00	3.445e+00	2.516e+00	2.489e-02	1.041e-01
ENSMUSG00000045962	10144	7662	2.129e-01	-1.369e+00	7.831e+00	-1.279e+00	3.806e-01	3.829e-01	5.872e-01
ENSMUSG00000034210	24184	15041	3.650e-01	6.642e+00	2.521e+00	-9.530e-02	-2.246e-02	1.000e+00	1.000e+00
ENSMUSG00000048368	1899	556	1.911e-01	7.287e+00	3.276e+00	-3.438e+00	8.962e+00	2.298e-05	1.057e-03
ENSMUSG00000027637	28363	8858	4.955e-01	6.277e+00	1.218e+00	-5.359e-01	2.188e-01	5.083e-01	6.877e-01
ENSMUSG00000052102	33255	2495	2.328e-01	-4.318e-01	3.392e+00	1.831e+00	6.601e+00	2.798e-04	3.217e-03
ENSMUSG00000021621	13623	912	1.698e-01	3.918e-01	3.854e+00	1.122e+00	1.698e+00	6.534e-02	2.004e-01
ENSMUSG00000047181	681	267	5.842e-02	4.061e+00	4.323e-01	-8.403e-01	1.964e-01	5.308e-01	6.963e-01
ENSMUSG00000000028	1022	496	1.857e-02	5.719e+00	2.574e+00	-1.006e+00	3.235e-02	7.992e-01	9.936e-01
ENSMUSG00000026617	7085	3503	2.953e-01	5.049e+00	2.774e+00	7.066e-01	-4.453e-01	1.000e+00	1.000e+00
ENSMUSG00000020721	1087	187	5.254e-02	-3.618e+00	5.178e+00	1.475e+00	6.326e-01	2.607e-01	4.796e-01
ENSMUSG00000043909	3052	303	5.752e-02	9.886e-02	4.112e+00	5.656e+00	3.224e+00	1.110e-02	5.108e-02
ENSMUSG00000050323	1376	248	4.801e-02	-7.485e+00	5.411e+00	5.947e+00	4.069e+00	4.335e-03	2.215e-02
ENSMUSG00000026883	902	105	7.201e-02	-6.056e+00	2.191e+00	-1.710e+00	8.339e-01	1.966e-01	3.931e-01
ENSMUSG00000018412	2069	618	1.024e-01	1.012e+00	2.965e+00	1.914e-01	-2.233e-01	1.000e+00	1.000e+00
ENSMUSG00000026307	625	80	1.014e-01	-2.249e+00	1.617e+00	-1.370e+00	9.774e-01	1.621e-01	3.550e-01
ENSMUSG00000012114	3040	418	1.716e-01	2.137e-01	1.773e+00	1.593e-01	4.366e-01	3.500e-01	5.751e-01
ENSMUSG00000037286	2709	887	9.918e-02	5.235e+00	3.548e-01	-8.979e-01	6.840e-01	2.422e-01	4.642e-01
ENSMUSG00000021709	42772	3797	4.574e-01	3.148e+00	4.804e+00	-1.037e+00	-8.066e-01	1.000e+00	1.000e+00
ENSMUSG00000012296	2779	735	3.084e-01	-4.439e+00	4.487e+00	2.052e+00	4.789e+00	1.969e-03	1.294e-02
ENSMUSG00000053838	7492	2491	2.767e-01	3.797e+00	2.338e+00	1.118e+00	2.222e+00	3.504e-02	1.211e-01
ENSMUSG00000062593	55134	26281	1.060e-01	3.112e+00	1.455e+00	1.429e+00	7.852e-01	2.102e-01	5.354e-01
ENSMUSG00000075555	1284	372	9.511e-02	5.752e+00	2.180e+00	-4.474e-01	-1.339e-01	1.000e+00	1.000e+00
ENSMUSG00000029625	2358	820	7.926e-02	5.163e+00	2.498e-01	-3.854e-01	2.137e-01	5.132e-01	7.154e-01
ENSMUSG00000053877	4162	253	1.993e-01	-3.834e+00	2.586e+00	-1.219e+00	2.654e+00	2.123e-02	1.628e-01
ENSMUSG00000066979	24786	2735	5.077e-01	-8.828e+00	2.422e+00	7.399e-01	8.115e-01	2.027e-01	5.354e-01
ENSMUSG00000049550	2446	898	7.563e-02	-6.909e+00	4.915e+00	-8.497e-01	9.459e-01	1.690e-01	5.354e-01
ENSMUSG00000024059	470	257	2.038e-02	9.000e+00	3.461e+00	-4.065e+00	1.015e+00	1.542e-01	5.354e-01
ENSMUSG00000029674	583	54	3.895e-02	-4.877e+00	3.718e-01	6.101e-01	1.788e-01	5.499e-01	7.440e-01
ENSMUSG00000097412	23840	3397	7.328e-01	-7.037e+00	3.943e+00	8.756e-01	5.996e+00	5.342e-04	8.192e-03
ENSMUSG00000025766	401	132	3.578e-02	-2.478e+00	3.527e+00	-1.628e+00	1.611e-01	5.703e-01	7.496e-01
ENSMUSG00000040621	659	433	8.062e-02	-4.811e-01	4.148e+00	-3.117e-01	-7.642e-01	1.000e+00	1.000e+00
ENSMUSG00000029427	1760	303	1.078e-01	-8.897e+00	2.932e+00	3.125e-01	4.296e-01	3.539e-01	6.139e-01
ENSMUSG00000068747	7248	1537	3.089e-01	-5.855e+00	4.673e+00	2.305e+00	7.186e+00	1.501e-04	6.904e-03
ENSMUSG00000031109	999	307	6.341e-02	1.083e+00	2.912e+00	9.401e-01	4.661e-01	3.343e-01	6.139e-01
ENSMUSG00000071103	1645	147	4.665e-02	-9.000e+00	3.298e+00	2.604e+00	2.078e+00	4.149e-02	1.920e-01
ENSMUSG00000038780	2022	871	7.111e-02	4.977e+00	2.456e+00	5.762e-01	9.351e-02	6.654e-01	8.055e-01
ENSMUSG00000079477	9493	205	6.748e-01	-5.807e+00	2.175e+00	2.309e-01	3.062e-01	4.339e-01	6.439e-01
ENSMUSG00000029190	31102	895	2.899e-01	-9.651e-01	6.314e+00	-1.850e-01	5.933e-01	2.760e-01	5.772e-01
ENSMUSG00000021589	44215	109	3.474e-01	-7.827e+00	2.296e+00	2.641e-01	-1.580e-01	1.000e+00	1.000e+00
ENSMUSG00000084957	10100	1092	4.072e-01	-6.739e+00	3.886e+00	2.963e-01	1.055e-01	6.460e-01	8.032e-01
ENSMUSG00000030016	25903	24629	2.745e-01	4.846e+00	4.780e+00	8.146e-01	-1.896e+00	1.000e+00	1.000e+00
ENSMUSG00000068798	38106	3853	6.141e-01	-7.272e+00	3.234e+00	-2.549e-01	1.120e+00	1.345e-01	5.154e-01
ENSMUSG00000068877	3192	747	1.676e-01	4.498e+00	1.765e+00	-8.825e-01	4.091e-01	3.657e-01	6.139e-01
ENSMUSG00000025817	2569	556	1.458e-01	-8.235e+00	4.003e+00	1.013e+00	-4.401e-01	1.000e+00	1.000e+00
ENSMUSG00000017802	1835	294	1.146e-01	-5.999e+00	4.126e+00	-5.997e-01	3.741e-01	3.870e-01	6.139e-01
ENSMUSG00000035469	8665	430	3.469e-01	-7.670e+00	3.616e+00	7.541e-01	8.735e-01	1.862e-01	5.354e-01
ENSMUSG00000027630	606	255	7.654e-02	6.245e+00	4.316e+00	-3.736e+00	1.940e+00	4.884e-02	2.043e-01
ENSMUSG00000030092	939	75	4.257e-02	-7.043e+00	3.824e+00	1.371e+00	6.309e-01	2.613e-01	5.724e-01
ENSMUSG00000038733	55157	822	4.706e-01	-8.446e+00	4.602e+00	1.177e+00	2.216e+00	3.526e-02	1.920e-01
ENSMUSG00000017652	953	391	2.763e-02	4.821e-01	3.036e+00	-1.695e+00	4.152e-01	3.621e-01	6.139e-01
ENSMUSG00000023008	293	125	2.944e-02	1.488e+00	2.984e+00	2.656e+00	8.707e-01	1.870e-01	5.354e-01
ENSMUSG00000061950	2196	477	1.024e-01	-1.020e+00	5.257e+00	-2.683e+00	3.334e+00	9.817e-03	1.129e-01
ENSMUSG00000040690	1389	545	1.553e-01	1.028e+00	4.029e-01	1.835e+00	2.073e+00	4.175e-02	1.920e-01
ENSMUSG00000004952	2553	695	7.790e-02	1.770e+00	7.412e-01	6.259e+00	6.271e+00	3.977e-04	8.192e-03
ENSMUSG00000022255	12039	7335	3.361e-01	5.910e+00	2.240e+00	-4.123e-01	-8.691e-02	1.000e+00	1.000e+00
ENSMUSG00000048755	11409	922	9.375e-02	-3.187e-01	3.261e+00	1.663e-01	-1.528e-01	1.000e+00	1.000e+00
ENSMUSG00000003778	2215	209	1.436e-01	-4.541e+00	2.446e+00	-1.675e+00	2.273e+00	3.299e-02	1.920e-01
ENSMUSG00000035024	1543	245	6.839e-02	-6.928e-02	2.396e+00	6.582e-01	3.896e-01	3.774e-01	6.139e-01
ENSMUSG00000005899	742	163	6.341e-02	-2.073e+00	4.934e+00	4.817e-01	2.325e-01	4.953e-01	7.121e-01
ENSMUSG00000021962	2451	89	8.197e-02	2.123e-01	4.711e+00	-3.126e+00	2.669e+00	2.087e-02	1.628e-01
ENSMUSG00000030894	10586	4565	3.909e-01	4.872e+00	1.335e+00	-1.549e-01	5.488e-01	2.948e-01	5.896e-01
ENSMUSG00000020776	261	79	3.850e-02	-6.342e+00	3.921e+00	-1.979e+00	7.485e-01	2.211e-01	5.354e-01
ENSMUSG00000020547	4097	2162	1.051e-01	3.856e+00	2.203e+00	1.520e+00	6.519e-01	2.535e-01	5.724e-01
ENSMUSG00000024077	559	90	4.937e-02	-8.007e+00	4.484e+00	9.241e-02	-1.702e-01	1.000e+00	1.000e+00
ENSMUSG00000043909.AS2	821	313	3.623e-02	4.696e+00	1.730e+00	-6.808e-01	1.063e-01	6.447e-01	8.032e-01
ENSMUSG00000001924	1741	64	2.862e-01	-8.025e+00	3.657e+00	1.200e+00	3.447e-01	4.064e-01	6.231e-01
ENSMUSG00000031644	1482	379	6.295e-02	3.861e+00	4.008e+00	4.888e-01	-3.686e-01	1.000e+00	1.000e+00
ENSMUSG00000029472	17196	2932	4.565e-01	1.083e+00	1.593e+00	1.323e+00	1.113e+01	2.389e-06	4.374e-05
ENSMUSG00000004562	4234	1029	1.662e-01	-7.679e-01	3.114e+00	9.010e-01	3.083e+00	1.303e-02	5.449e-02
ENSMUSG00000068739	25487	5586	5.435e-01	-4.045e+00	4.273e+00	1.130e-01	-1.144e+00	1.000e+00	1.000e+00
ENSMUSG00000025245	4030	318	1.458e-01	-6.727e+00	2.858e+00	-6.041e-01	4.666e-01	3.341e-01	5.319e-01
ENSMUSG00000032966	39922	8827	7.251e-01	-7.594e+00	1.932e+00	-5.332e-01	4.512e-01	3.422e-01	5.319e-01
ENSMUSG00000061306	3055	393	2.536e-01	-5.783e+00	3.630e+00	-6.686e-01	-7.812e-03	1.000e+00	1.000e+00
ENSMUSG00000012296.AS2	1619	248	2.391e-01	-3.040e+00	6.015e+00	-1.301e+00	7.925e-01	2.080e-01	4.286e-01
ENSMUSG00000026643	356	107	2.717e-02	2.181e+00	3.207e+00	3.325e+00	1.428e+00	9.099e-02	2.203e-01
ENSMUSG00000028434	1367	493	7.473e-02	-2.261e+00	5.933e+00	3.672e+00	3.906e+00	5.189e-03	2.624e-02
ENSMUSG00000030846	1043	218	1.825e-01	7.006e-01	3.381e+00	-7.715e-01	-9.705e-02	1.000e+00	1.000e+00
ENSMUSG00000024672	22896	4537	8.197e-02	5.839e+00	1.540e+00	-2.393e+00	4.424e-01	3.469e-01	5.319e-01
ENSMUSG00000113949	2013	910	2.867e-01	-4.963e+00	3.498e+00	4.874e-01	1.018e+00	1.537e-01	3.535e-01
ENSMUSG00000024357	9560	728	2.600e-01	-7.394e+00	1.949e+00	3.493e-01	-1.924e-01	1.000e+00	1.000e+00
ENSMUSG00000066043	3484	367	2.228e-01	-6.045e+00	4.174e+00	2.121e+00	4.209e+00	3.716e-03	2.624e-02
ENSMUSG00000021368	4495	524	1.608e-01	-7.872e+00	3.743e+00	-6.566e-01	3.439e-01	4.069e-01	6.038e-01
ENSMUSG00000033543	15548	2814	3.705e-01	-8.207e+00	3.534e+00	-3.323e-02	1.318e-01	6.076e-01	8.221e-01
ENSMUSG00000027346	6173	3006	2.754e-01	5.212e+00	1.351e+00	2.691e-01	4.873e-01	3.235e-01	5.319e-01
ENSMUSG00000053046	333	101	4.710e-02	1.123e+00	2.996e+00	-1.675e+00	5.717e-01	2.849e-01	5.041e-01
ENSMUSG00000040374	101718	3651	4.973e-01	-5.156e+00	5.035e+00	1.900e+00	8.262e+00	4.805e-05	5.526e-04
ENSMUSG00000032750.AS2	1341	917	1.993e-02	5.536e+00	3.135e+00	3.469e+00	2.148e+00	3.821e-02	1.191e-01
ENSMUSG00000027331	598	228	1.812e-02	3.619e+00	6.405e-01	2.203e+00	6.615e-01	2.500e-01	4.793e-01
ENSMUSG00000036352	27189	4134	4.053e-01	-2.755e-01	5.328e+00	1.175e+00	2.775e+00	1.847e-02	7.081e-02
ENSMUSG00000025894	8583	2208	2.083e-01	4.963e+00	2.970e+00	-1.250e+00	1.769e+00	6.001e-02	1.624e-01
ENSMUSG00000033543.AS2	10034	806	3.578e-01	-8.030e+00	3.101e+00	-3.730e-01	2.483e-01	4.810e-01	6.914e-01
ENSMUSG00000052102.AS2	6245	2327	1.585e-01	4.805e+00	3.951e-01	-1.091e+00	9.634e-01	1.651e-01	3.617e-01
ENSMUSG00000090272	10279	1784	1.073e-01	2.134e+00	1.979e+00	2.475e+00	2.359e+00	2.985e-02	1.056e-01
ENSMUSG00000050587	1490	222	6.748e-02	-8.108e+00	5.370e+00	2.391e+00	-6.384e-02	1.000e+00	1.000e+00
ENSMUSG00000017754	13430	2273	1.114e-01	-6.229e+00	3.612e-01	-4.859e-01	-3.301e-01	1.000e+00	1.000e+00
ENSMUSG00000063594	4735	2074	1.322e-01	3.620e+00	3.478e+00	2.279e+00	3.821e+00	5.705e-03	2.624e-02
ENSMUSG00000021508	15240	2776	1.585e-01	7.236e+00	1.829e+00	-1.270e+00	5.864e-01	2.788e-01	5.041e-01
ENSMUSG00000023089	24454	18100	6.187e-01	4.080e+00	2.513e+00	1.842e+00	2.083e+01	1.089e-10	5.011e-09
ENSMUSG00000059669	2876	1153	1.227e-01	1.712e+00	4.353e+00	5.415e+00	1.096e+01	2.852e-06	4.374e-05
ENSMUSG00000032826	2095	127	1.735e-01	-7.789e+00	2.651e+00	5.786e-01	-3.021e-02	1.000e+00	1.000e+00
ENSMUSG00000034908	1830	429	1.377e-01	3.104e+00	1.790e+00	2.579e+00	3.972e+00	4.823e-03	2.624e-02
ENSMUSG00000021245	1419	952	6.884e-02	4.760e+00	3.411e-01	-2.327e-01	5.170e-02	7.478e-01	9.828e-01
ENSMUSG00000055531	6523	330	2.002e-01	-5.748e+00	4.214e+00	4.879e-03	1.587e-02	8.586e-01	1.000e+00
ENSMUSG00000048440	3067	1140	1.150e-01	1.113e+00	4.304e+00	1.865e+00	1.464e+00	8.704e-02	2.203e-01
ENSMUSG00000024589	610	385	4.303e-02	1.979e+00	2.082e+00	3.605e+00	2.134e+00	3.885e-02	1.191e-01
ENSMUSG00000027639	8011	1310	1.567e-01	-1.136e+00	3.509e+00	2.652e+00	5.062e+00	1.463e-03	1.346e-02
ENSMUSG00000055053	19172	1350	4.520e-01	3.989e+00	3.088e+00	2.296e-01	7.710e-01	2.143e-01	4.286e-01
ENSMUSG00000028608	6544	2492	3.351e-01	4.374e+00	3.133e-01	7.706e-02	1.709e-02	8.533e-01	1.000e+00
ENSMUSG00000031627	5710	3001	2.133e-01	5.163e+00	1.608e+00	1.172e+00	1.850e+00	5.439e-02	1.564e-01
ENSMUSG00000037514	5508	1733	1.341e-01	2.801e-01	5.851e+00	2.311e+00	4.025e+00	4.552e-03	2.624e-02
ENSMUSG00000038538	12596	99	1.594e-01	-5.284e+00	4.254e+00	5.860e-01	1.809e-01	5.475e-01	7.632e-01
ENSMUSG00000064120	864	326	5.299e-02	4.070e+00	2.287e+00	9.873e-01	-1.276e-02	1.000e+00	1.000e+00
ENSMUSG00000071653	7861	1528	3.456e-01	-5.676e+00	3.536e+00	-4.463e-01	-5.078e-01	1.000e+00	1.000e+00
ENSMUSG00000091509	18146	182	2.138e-01	-8.515e+00	5.850e+00	1.780e+00	8.818e-01	1.842e-01	3.683e-01
ENSMUSG00000046111	5808	869	7.292e-02	4.046e+00	4.158e+00	-2.284e+00	1.589e+00	7.465e-02	1.934e-01
ENSMUSG00000027936	6473	491	2.346e-01	-3.549e+00	4.253e+00	-2.311e+00	5.195e+00	1.267e-03	7.287e-03
ENSMUSG00000028479	3952	2471	8.424e-02	6.964e+00	2.948e+00	-1.906e+00	4.443e-01	3.458e-01	5.303e-01
ENSMUSG00000047766	2617	404	1.082e-01	2.145e+00	1.380e+00	1.083e+00	6.610e-01	2.502e-01	4.427e-01
ENSMUSG00000032855	1770	609	1.073e-01	4.699e+00	1.992e+00	-2.312e-01	-3.455e-02	1.000e+00	1.000e+00
ENSMUSG00000020078	7658	2054	2.649e-01	3.294e+00	2.815e+00	1.740e+00	5.792e+00	6.652e-04	4.895e-03
ENSMUSG00000023007	238	208	3.306e-02	5.371e+00	2.568e+00	-2.828e+00	1.090e+00	1.399e-01	3.071e-01
ENSMUSG00000041020	14815	951	2.867e-01	-7.119e+00	2.209e+00	1.797e-01	-4.297e-01	1.000e+00	1.000e+00
ENSMUSG00000060261	8615	4252	6.168e-01	1.444e+00	2.216e+00	1.886e-01	-7.178e-02	1.000e+00	1.000e+00
ENSMUSG00000016921	22213	6367	4.751e-01	-1.720e+00	5.667e+00	-2.419e+00	1.329e+01	2.516e-07	1.157e-05
ENSMUSG00000029213	13517	980	3.401e-01	-8.698e+00	3.193e+00	4.927e-01	1.318e-01	6.076e-01	8.221e-01
ENSMUSG00000062590	700	107	4.891e-02	-5.453e+00	3.999e+00	7.710e-02	-1.946e-01	1.000e+00	1.000e+00
ENSMUSG00000038286	5919	2154	1.490e-01	-1.130e+00	4.655e+00	4.030e+00	1.027e+01	5.838e-06	1.343e-04
ENSMUSG00000021930	42684	5695	3.016e-01	6.507e+00	3.548e+00	2.291e+00	6.035e+00	5.123e-04	4.713e-03
ENSMUSG00000056763	771	246	4.212e-02	-2.586e+00	4.850e+00	2.202e+00	1.859e-01	5.421e-01	7.556e-01
ENSMUSG00000025915	4532	901	1.870e-01	3.645e+00	3.746e+00	-3.593e+00	6.564e+00	2.909e-04	3.345e-03
ENSMUSG00000025982	7337	917	4.176e-01	-4.026e+00	3.184e+00	-4.873e-01	1.899e+00	5.132e-02	1.495e-01
ENSMUSG00000001441	8462	2503	2.708e-01	4.798e+00	1.068e+00	-3.863e-01	1.123e-01	6.356e-01	8.336e-01
ENSMUSG00000023175	28744	3378	7.500e-01	-7.573e+00	3.510e+00	-6.704e-01	1.888e+00	5.201e-02	1.495e-01
ENSMUSG00000027778	1823	348	6.839e-02	3.527e+00	2.205e+00	1.510e+00	8.403e-01	1.949e-01	3.735e-01
ENSMUSG00000027104	37865	1309	3.673e-01	6.099e-01	5.171e+00	3.758e-01	4.800e-01	3.272e-01	5.190e-01
ENSMUSG00000004947	564	152	6.205e-02	-4.252e+00	4.200e+00	3.749e+00	5.687e+00	7.449e-04	4.895e-03
ENSMUSG00000033364	512	84	2.944e-02	-9.867e-01	5.251e+00	2.092e+00	2.363e-01	4.918e-01	7.298e-01
ENSMUSG00000042508	3935	1797	1.295e-01	4.627e+00	3.583e+00	1.579e+00	2.055e+00	4.262e-02	1.495e-01
ENSMUSG00000021268	3374	1017	1.377e-01	1.924e+00	2.417e+00	3.096e-01	6.182e-01	2.662e-01	4.533e-01
ENSMUSG00000038535	3075	382	9.873e-02	-7.711e+00	5.396e+00	1.644e+00	1.424e+00	9.149e-02	2.215e-01
ENSMUSG00000038784	11976	759	2.029e-01	-3.134e+00	6.267e+00	1.137e+00	2.026e-02	8.405e-01	1.000e+00
ENSMUSG00000052713	2666	706	1.051e-01	1.167e+00	4.574e+00	1.985e+00	5.935e-01	2.759e-01	4.533e-01
ENSMUSG00000074238	618	192	5.480e-02	-5.192e+00	4.005e+00	6.139e+00	9.044e+00	2.110e-05	3.235e-04
ENSMUSG00000009535	3584	263	1.245e-01	-8.573e+00	3.368e+00	2.504e+00	3.067e+00	1.326e-02	5.953e-02
ENSMUSG00000031392	2051	875	7.745e-02	4.206e+00	2.596e-01	-1.735e-01	1.014e-01	6.524e-01	8.336e-01
ENSMUSG00000004897	7970	903	3.143e-01	-7.372e+00	3.597e+00	3.896e-01	-8.789e-02	1.000e+00	1.000e+00
ENSMUSG00000027210	4805	200	5.344e-02	-3.367e+00	6.006e+00	2.019e+00	9.158e-01	1.759e-01	3.679e-01
ENSMUSG00000031626.AS2	2147	1692	4.348e-02	-1.511e+00	7.387e+00	-2.550e+00	1.088e+00	1.402e-01	3.071e-01
ENSMUSG00000038305	2755	961	6.884e-02	2.535e+00	3.782e+00	3.290e+00	2.928e+00	1.553e-02	5.953e-02
ENSMUSG00000059401	4240	176	1.440e-01	5.068e+00	5.172e+00	-4.068e+00	2.984e+00	1.457e-02	5.953e-02
ENSMUSG00000090145	5016	1174	7.971e-02	6.110e+00	1.756e+00	1.793e-01	-2.612e-02	1.000e+00	1.000e+00
ENSMUSG00000057101	741	167	6.069e-02	-6.538e+00	4.211e+00	7.493e-01	1.899e-01	5.377e-01	7.556e-01
ENSMUSG00000034621	4277	557	1.866e-01	-6.174e+00	1.763e+00	-1.807e-01	-7.996e-02	1.000e+00	1.000e+00
ENSMUSG00000014601	2449	935	1.386e-01	6.072e+00	1.734e+00	-1.344e+00	6.879e-01	2.408e-01	4.427e-01
ENSMUSG00000032478	2683	1068	9.284e-02	5.445e+00	4.702e+00	-6.897e-01	-4.298e-01	1.000e+00	1.000e+00
ENSMUSG00000030689	15746	132	3.025e-01	-7.933e+00	3.201e+00	1.372e+00	1.578e+00	7.569e-02	1.934e-01
ENSMUSG00000026027	2763	978	8.333e-02	-5.326e+00	6.953e+00	2.574e+00	1.969e+00	4.721e-02	1.495e-01
ENSMUSG00000021111	12102	2500	3.705e-01	2.394e+00	3.171e+00	1.828e+00	4.736e+00	2.086e-03	1.066e-02
ENSMUSG00000037486	2099	695	8.514e-02	2.198e+00	4.726e+00	7.194e-01	-3.104e-01	1.000e+00	1.000e+00
ENSMUSG00000005510	45564	11900	5.648e-01	5.207e+00	1.560e+00	5.591e-02	-2.422e-01	1.000e+00	1.000e+00
ENSMUSG00000038058	1982	802	9.828e-02	1.506e+00	4.033e+00	1.168e+00	-7.458e-01	1.000e+00	1.000e+00
ENSMUSG00000050668	6152	3405	1.893e-01	7.472e+00	2.793e+00	-1.434e+00	2.366e+00	2.962e-02	1.946e-01
ENSMUSG00000046201	969	223	1.069e-01	1.269e+00	4.632e+00	-2.109e+00	1.351e+00	1.003e-01	3.547e-01
ENSMUSG00000039997	1894	1347	7.337e-02	4.602e+00	4.019e-01	1.171e-01	-1.244e-01	1.000e+00	1.000e+00
ENSMUSG00000020594	5666	1800	1.590e-01	1.853e+00	5.951e+00	-3.529e-01	8.010e-01	2.056e-01	4.929e-01
ENSMUSG00000097023	736	191	5.163e-02	-2.525e+00	5.389e+00	-3.350e+00	9.947e-01	1.584e-01	4.858e-01
ENSMUSG00000038542	2395	1014	1.467e-01	4.931e+00	2.276e+00	-2.427e-01	-1.577e-01	1.000e+00	1.000e+00
ENSMUSG00000029192	9307	1179	3.252e-01	-7.038e+00	3.206e+00	-1.007e+00	7.190e-01	2.305e-01	5.048e-01
ENSMUSG00000003526	696	255	2.355e-02	1.766e+00	2.155e+00	6.253e+00	2.673e+00	2.077e-02	1.784e-01
ENSMUSG00000020381	773	225	5.752e-02	-3.501e+00	5.848e+00	-3.239e-01	5.157e-01	3.098e-01	5.799e-01
ENSMUSG00000023286	4832	471	2.785e-01	-6.846e+00	6.054e+00	1.213e+00	8.014e-01	2.055e-01	4.929e-01
ENSMUSG00000027472	6199	1339	2.858e-01	-7.523e+00	2.545e+00	-3.380e-01	3.972e-01	3.728e-01	6.124e-01
ENSMUSG00000053205	1215	160	1.558e-01	-7.055e+00	3.792e+00	-8.131e-02	6.012e-02	7.288e-01	9.578e-01
ENSMUSG00000051674	2865	1019	1.621e-01	2.848e+00	2.084e+00	1.296e+00	1.515e+00	8.175e-02	3.363e-01
ENSMUSG00000033985	3241	130	1.218e-01	-4.434e+00	5.230e-01	4.417e-01	1.176e-01	6.277e-01	8.749e-01
ENSMUSG00000009741	1135	343	9.284e-02	-1.262e+00	4.712e+00	1.981e+00	1.720e+00	6.360e-02	2.926e-01
ENSMUSG00000038535.AS2	1186	757	8.107e-02	-5.278e+00	6.299e+00	6.006e-01	8.532e-01	1.915e-01	4.929e-01
ENSMUSG00000032712	551	202	6.341e-02	6.194e+00	3.299e+00	-5.819e+00	3.731e+00	6.300e-03	9.655e-02
ENSMUSG00000031921	585	63	3.034e-02	-9.000e+00	2.170e+00	2.083e+00	5.045e-01	3.152e-01	5.799e-01
ENSMUSG00000032540	2341	175	2.156e-01	-7.135e+00	1.907e+00	-1.175e+00	1.542e-01	5.787e-01	8.319e-01
