GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	isEAE_ceoff	isEAE_ELBO_gain	isEAE_pval	isEAE_FDR
ENSMUSG00000074419	3606	60	8.922e-02	-5.341e+00	1.880e+00	3.972e+00	7.195e-01	2.303e-01	4.816e-01
ENSMUSG00000060510.AS2	1682	205	6.159e-02	-8.363e+00	3.652e+00	-5.911e-01	1.797e-01	5.488e-01	7.153e-01
ENSMUSG00000057594	8722	1572	1.277e-01	5.240e+00	3.197e+00	-1.951e-01	1.196e-01	6.247e-01	7.767e-01
ENSMUSG00000033039	2144	386	1.676e-01	9.073e-01	3.260e+00	-3.789e-01	-8.364e-01	1.000e+00	1.000e+00
ENSMUSG00000028703	1543	236	1.495e-01	-5.220e+00	2.865e+00	-1.061e+00	8.141e-01	2.020e-01	4.816e-01
ENSMUSG00000005813	4195	649	1.490e-01	-6.588e+00	2.350e+00	-4.952e-01	2.769e-01	4.568e-01	6.567e-01
ENSMUSG00000032855.AS2	647	216	5.389e-02	1.096e+00	4.332e+00	-1.137e+00	1.700e-01	5.598e-01	7.153e-01
ENSMUSG00000039834	313	49	3.895e-02	-9.000e+00	2.616e+00	3.399e+00	1.350e+00	1.003e-01	4.195e-01
ENSMUSG00000024074.AS2	1961	824	6.975e-02	2.684e+00	4.260e+00	2.204e+00	8.114e-01	2.027e-01	4.816e-01
ENSMUSG00000042790.AS2	7236	5710	1.689e-01	3.050e+00	4.011e+00	5.976e-01	-1.451e+00	1.000e+00	1.000e+00
ENSMUSG00000054708.AS2	3359	285	1.295e-01	-7.128e+00	5.387e+00	1.790e+00	1.226e+00	1.174e-01	4.499e-01
ENSMUSG00000004609.AS2	15208	501	9.918e-02	-4.833e+00	3.324e+00	-8.085e-01	-1.013e-01	1.000e+00	1.000e+00
ENSMUSG00000054836	1393	293	1.087e-01	-3.416e+00	3.099e+00	-1.270e+00	1.665e+00	6.802e-02	3.969e-01
ENSMUSG00000059689	5389	340	2.654e-01	-7.879e+00	2.405e+00	2.441e-02	1.985e-01	5.287e-01	7.152e-01
ENSMUSG00000020184	5270	2384	2.446e-01	4.433e+00	2.775e+00	5.879e-01	4.543e-01	3.405e-01	5.593e-01
ENSMUSG00000034908.AS2	1091	156	1.309e-01	-5.036e+00	2.529e+00	1.401e+00	1.471e+00	8.629e-02	3.969e-01
ENSMUSG00000029130.AS3	1156	623	3.714e-02	3.113e+00	4.873e+00	1.713e-01	-4.977e-01	1.000e+00	1.000e+00
ENSMUSG00000024759	2329	481	1.227e-01	5.929e+00	1.241e+00	-1.003e+00	3.954e-01	3.739e-01	5.995e-01
ENSMUSG00000021725	1825	482	7.971e-02	5.405e+00	8.704e-01	-9.579e-01	3.679e-01	3.910e-01	5.995e-01
ENSMUSG00000037605.AS3	931	138	5.027e-02	-1.003e+00	3.388e+00	3.056e-01	-1.994e-01	1.000e+00	1.000e+00
ENSMUSG00000019792.AS2	3311	558	8.877e-02	-4.913e+00	5.761e+00	-2.222e+00	1.584e+00	7.510e-02	2.657e-01
ENSMUSG00000020069	18706	5201	3.207e-01	3.151e+00	4.895e+00	-1.088e+00	-4.443e-01	1.000e+00	1.000e+00
ENSMUSG00000052917.AS2	697	112	7.246e-02	-9.000e+00	2.721e+00	3.086e+00	2.620e+00	2.207e-02	1.269e-01
ENSMUSG00000059921.AS2	954	109	4.031e-02	-2.388e+00	5.948e+00	-9.539e-01	2.897e-01	4.465e-01	6.483e-01
ENSMUSG00000027680.AS2	11625	418	3.519e-01	-5.890e+00	2.892e+00	1.242e-01	-4.500e-01	1.000e+00	1.000e+00
ENSMUSG00000031295.AS2	1041	648	4.846e-02	3.710e+00	2.657e+00	1.366e+00	7.124e-01	2.326e-01	5.095e-01
ENSMUSG00000045031.AS2	640	237	2.219e-02	8.102e+00	2.805e+00	-5.346e-01	1.910e-01	5.366e-01	7.052e-01
ENSMUSG00000034120	37260	4103	7.156e-01	-3.884e+00	3.475e+00	3.657e-01	2.451e-01	4.838e-01	6.744e-01
ENSMUSG00000068762.AS2	5171	1905	1.241e-01	4.106e+00	3.265e+00	8.878e-01	-4.504e-01	1.000e+00	1.000e+00
ENSMUSG00000009073.AS3	960	365	7.428e-02	5.783e+00	7.308e-01	-2.031e+00	1.221e+00	1.182e-01	3.397e-01
ENSMUSG00000046139	1486	180	1.291e-01	-2.111e+00	3.732e+00	-5.380e-01	5.840e-01	2.798e-01	5.596e-01
ENSMUSG00000033526.AS2	1813	271	1.209e-01	-2.166e+00	3.965e+00	-9.558e-02	2.841e-01	4.510e-01	6.483e-01
ENSMUSG00000021012.AS3	1816	1219	1.304e-01	3.360e+00	3.657e+00	1.341e+00	1.059e+00	1.456e-01	3.720e-01
ENSMUSG00000068699	440	61	2.717e-02	-3.749e+00	3.147e+00	2.358e+00	1.128e+00	1.332e-01	3.604e-01
ENSMUSG00000090626.AS4	1028	135	4.801e-02	-6.102e+00	3.338e+00	-5.311e-01	8.593e-01	1.899e-01	4.367e-01
ENSMUSG00000020100.AS3	64259	1706	3.890e-01	-5.909e-01	6.570e+00	-1.448e+00	1.378e+00	9.690e-02	3.184e-01
ENSMUSG00000021910	3704	1030	3.573e-01	-5.077e+00	5.049e+00	5.395e-01	2.141e-01	5.129e-01	6.939e-01
ENSMUSG00000059939.AS2	462	177	8.062e-02	1.752e+00	4.018e+00	1.696e+00	1.622e+00	7.170e-02	2.657e-01
ENSMUSG00000034055	1487	561	5.616e-02	-1.093e+00	5.369e+00	1.291e+00	5.114e-01	3.119e-01	5.739e-01
ENSMUSG00000002107.AS2	4745	1641	1.386e-01	6.436e+00	3.018e+00	-2.594e+00	4.223e+00	3.657e-03	5.607e-02
ENSMUSG00000039697	7051	168	8.741e-02	8.840e-01	5.314e+00	1.865e+00	5.320e-01	3.023e-01	5.739e-01
ENSMUSG00000065954	2384	1765	1.227e-01	-5.994e+00	7.208e+00	1.777e+00	2.238e+00	3.439e-02	1.582e-01
ENSMUSG00000039065	1823	205	9.511e-02	-6.999e+00	5.714e+00	8.197e-01	2.380e-03	9.450e-01	1.000e+00
ENSMUSG00000032178	4988	1146	2.278e-01	2.243e+00	2.006e+00	9.807e-01	1.846e+00	5.469e-02	2.287e-01
ENSMUSG00000035642.AS4	14944	663	3.909e-01	-8.991e+00	3.637e+00	1.282e+00	3.036e+00	1.374e-02	1.185e-01
ENSMUSG00000001052.AS2	800	219	9.737e-02	9.453e-01	4.513e+00	-1.318e+00	-8.118e-03	1.000e+00	1.000e+00
ENSMUSG00000000751	3759	585	1.807e-01	-7.843e+00	2.183e+00	-4.029e-01	1.387e-01	5.984e-01	7.647e-01
ENSMUSG00000074151	521	211	5.525e-02	1.365e-01	2.292e+00	4.562e+00	2.932e+00	1.546e-02	1.185e-01
ENSMUSG00000025006.AS8	1122	287	7.790e-02	9.105e-01	5.572e+00	2.602e+00	5.927e-01	2.763e-01	5.596e-01
ENSMUSG00000030447.AS3	5814	811	2.486e-01	-6.269e+00	4.428e+00	-1.758e+00	3.490e+00	8.247e-03	9.484e-02
ENSMUSG00000060090.AS2	5020	129	9.647e-02	-8.776e+00	3.091e+00	6.275e-01	-8.759e-02	1.000e+00	1.000e+00
ENSMUSG00000018474	650	213	4.982e-02	1.706e+00	9.315e-01	2.979e+00	2.338e+00	3.058e-02	1.563e-01
ENSMUSG00000032540.AS3	16896	11624	2.776e-01	5.134e+00	3.085e+00	1.904e+00	4.628e+00	2.347e-03	5.399e-02
ENSMUSG00000041126	20144	8133	4.796e-01	5.447e+00	2.412e+00	1.722e-01	-6.758e-01	1.000e+00	1.000e+00
ENSMUSG00000022899.AS2	920	349	1.585e-02	5.103e+00	6.267e-01	-1.471e+00	3.815e-01	3.824e-01	5.995e-01
ENSMUSG00000021224.AS2	1177	304	9.194e-02	1.261e+00	3.542e+00	6.906e-01	-7.936e-01	1.000e+00	1.000e+00
ENSMUSG00000021470.AS3	1651	425	7.654e-02	3.646e+00	2.096e+00	2.392e+00	1.258e+00	1.127e-01	3.397e-01
ENSMUSG00000067786	9252	1532	1.825e-01	-2.840e+00	2.193e+00	-1.127e+00	2.790e+00	1.817e-02	1.194e-01
ENSMUSG00000037720	11792	2142	5.181e-01	-9.000e+00	1.937e+00	1.421e+00	5.617e+00	8.034e-04	3.696e-02
ENSMUSG00000017868	3557	1569	1.300e-01	2.054e+00	4.769e+00	5.738e-01	9.380e-01	1.708e-01	4.135e-01
ENSMUSG00000059791	3619	1512	7.971e-02	6.348e+00	1.896e+00	-8.263e-01	4.651e-01	3.348e-01	5.924e-01
ENSMUSG00000055660	6115	426	8.741e-02	3.004e+00	5.548e+00	-2.004e-02	4.274e-01	3.552e-01	5.995e-01
ENSMUSG00000039699.AS2	645	203	2.989e-02	-1.045e+00	3.476e+00	-2.448e+00	-6.012e-02	1.000e+00	1.000e+00
ENSMUSG00000020817.AS4	2653	373	2.287e-01	-5.193e+00	5.031e+00	-3.060e-01	-4.739e-01	1.000e+00	1.000e+00
ENSMUSG00000058454	1905	223	2.188e-01	-7.446e+00	2.026e+00	1.435e+00	3.973e-01	3.727e-01	6.594e-01
ENSMUSG00000037818.AS2	1166	183	6.929e-02	-6.828e+00	3.792e+00	8.503e-01	-3.019e-01	1.000e+00	1.000e+00
ENSMUSG00000021413.AS2	1637	598	1.544e-01	1.260e-01	4.550e+00	-4.665e-02	2.681e-01	4.640e-01	7.115e-01
ENSMUSG00000001173.AS2	2585	649	8.333e-02	1.064e+00	1.594e+00	1.211e+00	1.592e+00	7.440e-02	2.996e-01
ENSMUSG00000004127	937	143	6.703e-02	5.800e-01	5.244e+00	-3.138e+00	1.487e+00	8.466e-02	2.996e-01
ENSMUSG00000024811	5627	2500	2.446e-01	5.574e+00	3.281e+00	-1.758e+00	4.411e+00	2.976e-03	4.563e-02
ENSMUSG00000049164	1615	763	6.386e-02	3.876e+00	2.410e+00	7.152e-02	-4.524e-01	1.000e+00	1.000e+00
ENSMUSG00000028621.AS2	921	252	2.717e-02	5.395e+00	2.485e+00	3.606e+00	1.958e+00	4.785e-02	2.236e-01
ENSMUSG00000000751.AS2	2899	344	2.622e-01	-5.479e+00	2.278e+00	-5.752e-01	4.175e-01	3.608e-01	6.594e-01
ENSMUSG00000024073	2648	298	1.101e-01	-6.301e+00	4.956e+00	-1.525e+00	-9.924e-02	1.000e+00	1.000e+00
ENSMUSG00000049550.AS4	1355	502	6.567e-02	3.955e+00	2.342e+00	1.789e+00	9.021e-01	1.792e-01	4.339e-01
ENSMUSG00000028476	1164	157	4.393e-02	-6.460e+00	4.276e+00	1.311e+00	-3.174e-03	1.000e+00	1.000e+00
ENSMUSG00000026977	1875	213	1.187e-01	-6.949e+00	3.410e+00	1.095e+00	1.797e-01	5.489e-01	7.890e-01
ENSMUSG00000052584.AS2	5117	783	1.164e-01	-5.529e+00	6.162e+00	1.734e+00	5.981e-02	7.294e-01	9.587e-01
ENSMUSG00000051518	4433	512	2.314e-01	-5.996e+00	3.546e+00	-1.569e+00	3.436e+00	8.754e-03	1.007e-01
ENSMUSG00000033029.AS3	308	106	2.989e-02	1.685e-01	5.325e+00	-1.781e+00	-2.002e-01	1.000e+00	1.000e+00
ENSMUSG00000021188	5765	1842	2.083e-01	4.785e+00	3.074e-01	-3.985e-01	1.458e-01	5.893e-01	7.972e-01
ENSMUSG00000047617	12463	4600	4.198e-01	6.165e+00	2.100e+00	7.294e-01	-1.562e-01	1.000e+00	1.000e+00
ENSMUSG00000000441	5191	691	2.831e-01	-2.733e+00	2.972e+00	-1.574e+00	8.076e+00	5.846e-05	1.345e-03
ENSMUSG00000036712	5087	270	1.409e-01	-6.515e+00	5.595e+00	9.673e-01	4.481e-01	3.438e-01	6.589e-01
ENSMUSG00000054405.AS2	19337	9819	5.236e-01	6.016e+00	2.610e+00	1.642e-01	2.686e-01	4.636e-01	7.115e-01
ENSMUSG00000024220	967	126	1.105e-01	-8.763e+00	5.190e+00	1.709e+00	2.776e-01	4.562e-01	7.115e-01
ENSMUSG00000028549	2439	1111	1.440e-01	8.463e-01	4.333e+00	1.972e+00	3.005e+00	1.422e-02	1.125e-01
ENSMUSG00000028995	38930	145	2.880e-01	-8.861e+00	3.115e+00	5.209e-03	2.946e-01	4.428e-01	7.115e-01
ENSMUSG00000040043	1291	214	7.292e-02	-7.140e+00	2.155e+00	1.352e+00	6.531e-01	2.531e-01	5.543e-01
ENSMUSG00000078861	6513	791	5.131e-01	5.078e+00	1.581e+00	1.033e+00	9.041e-01	1.787e-01	4.339e-01
ENSMUSG00000042156	2955	617	9.330e-02	-6.894e+00	3.820e+00	-1.146e+00	1.532e+00	8.002e-02	2.996e-01
ENSMUSG00000042524	326	116	2.310e-02	8.729e+00	2.614e+00	-5.012e+00	2.248e+00	3.396e-02	1.953e-01
ENSMUSG00000013787.AS3	5079	1335	2.274e-01	2.817e+00	1.199e+00	5.213e-01	2.295e-01	4.981e-01	7.391e-01
ENSMUSG00000024068.AS2	2699	433	1.078e-01	-8.646e+00	4.385e+00	5.846e+00	1.919e+01	5.838e-10	2.686e-08
ENSMUSG00000020409.AS2	2443	111	1.667e-01	-8.875e+00	3.410e+00	5.017e-01	-6.913e-01	1.000e+00	1.000e+00
ENSMUSG00000032251	2416	554	9.375e-02	4.324e+00	3.529e-01	-1.915e-01	-1.013e-02	1.000e+00	1.000e+00
ENSMUSG00000022376	990	241	2.672e-02	6.223e+00	5.043e+00	-3.374e+00	1.402e+00	9.402e-02	3.089e-01
ENSMUSG00000025893	5723	1010	1.744e-01	-3.843e+00	5.261e+00	1.997e+00	1.275e+00	1.103e-01	3.383e-01
ENSMUSG00000036073	1440	1102	9.330e-02	5.957e+00	2.826e+00	1.768e+00	2.556e+00	2.376e-02	1.561e-01
ENSMUSG00000024491.AS2	1875	644	5.933e-02	5.459e+00	4.086e+00	-1.764e+00	1.478e-01	5.866e-01	7.972e-01
ENSMUSG00000068206	4519	1531	1.667e-01	4.710e+00	1.816e+00	1.172e+00	9.338e-01	1.717e-01	4.339e-01
ENSMUSG00000050002	1286	356	1.762e-01	-7.633e+00	3.146e+00	-5.714e-01	4.719e-01	3.313e-01	6.589e-01
ENSMUSG00000032965	9059	4148	2.088e-01	6.790e+00	2.766e+00	8.535e-01	7.007e-01	2.365e-01	5.439e-01
ENSMUSG00000030924	1516	346	3.940e-02	-1.711e+00	5.894e+00	1.390e+00	-8.115e-01	1.000e+00	1.000e+00
ENSMUSG00000110105	1030	667	4.620e-02	1.970e+00	6.579e+00	-2.004e+00	1.036e+00	1.500e-01	4.311e-01
ENSMUSG00000044252.AS2	21464	3041	4.425e-01	-5.791e+00	3.880e-01	-1.433e+00	2.978e+00	1.467e-02	1.125e-01
ENSMUSG00000021635	2074	322	8.605e-02	-9.000e+00	2.775e+00	2.037e+00	1.944e+00	4.861e-02	2.236e-01
ENSMUSG00000060121	2085	140	7.428e-02	-5.251e+00	2.937e+00	-6.324e-02	5.821e-01	2.806e-01	5.867e-01
ENSMUSG00000090053	590	152	9.964e-02	-8.772e+00	3.926e+00	3.912e+00	3.968e+00	4.847e-03	3.716e-02
ENSMUSG00000043587	686	122	5.480e-02	-5.130e+00	5.496e+00	-2.243e+00	5.252e-01	3.054e-01	4.737e-01
ENSMUSG00000022637.AS2	421	116	4.801e-02	-3.903e+00	4.138e+00	1.198e+00	3.315e-01	4.155e-01	5.399e-01
ENSMUSG00000001632	2807	1184	1.028e-01	4.911e+00	2.366e+00	-1.645e+00	1.887e+00	5.203e-02	1.994e-01
ENSMUSG00000039531	4045	895	1.105e-01	-4.352e+00	6.397e+00	2.294e+00	2.729e+00	1.947e-02	8.958e-02
ENSMUSG00000028886.AS6	878	80	4.438e-02	-9.000e+00	3.146e+00	1.302e-01	2.339e-01	4.940e-01	5.827e-01
ENSMUSG00000028782.AS3	258	143	3.397e-02	5.155e+00	2.787e+00	1.687e-01	-2.867e-01	1.000e+00	1.000e+00
ENSMUSG00000022377	2720	886	2.178e-01	8.973e-01	1.126e+00	6.538e-01	1.150e+00	1.293e-01	3.499e-01
ENSMUSG00000034617.AS2	1987	1258	6.114e-02	4.205e+00	4.120e+00	3.563e-01	3.154e-01	4.270e-01	5.399e-01
ENSMUSG00000030447.AS4	6220	1423	2.364e-01	1.344e+00	7.324e-01	5.498e-01	3.584e-01	3.972e-01	5.399e-01
ENSMUSG00000029146.AS3	11473	2232	4.221e-01	-7.378e+00	3.245e+00	-6.017e-01	7.290e-01	2.272e-01	4.093e-01
ENSMUSG00000021709.AS2	15771	3973	3.714e-01	4.195e+00	2.681e+00	1.289e+00	2.611e+00	2.229e-02	9.323e-02
ENSMUSG00000010110.AS2	7320	2050	3.025e-01	5.335e+00	1.303e+00	8.240e-01	4.731e-01	3.307e-01	4.907e-01
ENSMUSG00000069255	1790	663	9.103e-02	5.008e+00	8.043e-01	-1.021e+00	2.826e-01	4.522e-01	5.474e-01
ENSMUSG00000035392.AS3	921	291	6.929e-02	5.391e+00	1.501e+00	-1.611e+00	7.043e-01	2.353e-01	4.093e-01
ENSMUSG00000001229	5538	756	2.514e-01	-5.564e+00	3.314e+00	-4.182e-01	3.369e-01	4.117e-01	5.399e-01
ENSMUSG00000038145.AS4	3043	66	6.250e-02	-9.000e+00	2.984e+00	1.862e+00	7.786e-01	2.121e-01	4.093e-01
ENSMUSG00000030498	1070	139	5.525e-02	-5.373e+00	1.790e+00	-2.337e+00	7.318e-01	2.264e-01	4.093e-01
ENSMUSG00000024283	11442	5200	2.554e-01	1.471e+00	4.935e+00	2.144e+00	8.107e+00	5.658e-05	2.603e-03
ENSMUSG00000031565.AS3	2002	930	9.058e-02	2.043e+00	2.940e+00	2.754e-01	-9.465e-01	1.000e+00	1.000e+00
ENSMUSG00000024006.AS2	3112	939	1.304e-01	-4.784e-02	3.920e+00	2.555e+00	4.762e+00	2.028e-03	2.332e-02
ENSMUSG00000006498.AS3	6563	793	2.572e-01	-2.439e+00	3.411e+00	1.173e+00	3.718e+00	6.393e-03	4.201e-02
ENSMUSG00000054051.AS2	4370	478	1.495e-01	-7.699e+00	2.088e+00	-1.301e+00	7.639e-01	2.164e-01	4.093e-01
ENSMUSG00000030269.AS4	2150	882	1.196e-01	5.951e+00	2.687e+00	7.109e-01	8.363e-01	1.959e-01	4.093e-01
ENSMUSG00000025873.AS3	1539	200	1.698e-01	-6.654e+00	3.348e+00	1.294e+00	1.484e+00	8.488e-02	2.905e-01
ENSMUSG00000026131.AS2	11503	2371	4.452e-01	-9.096e-01	4.387e+00	-1.008e+00	4.806e+00	1.934e-03	2.332e-02
ENSMUSG00000001755	11946	9132	1.929e-01	3.620e+00	4.718e+00	2.365e+00	5.320e+00	1.106e-03	2.332e-02
ENSMUSG00000026442	5949	1847	3.120e-01	3.915e+00	3.391e+00	2.258e-01	5.176e-01	3.090e-01	4.737e-01
ENSMUSG00000034518.AS2	1007	393	5.571e-02	4.819e+00	4.383e-01	-1.153e-01	7.300e-02	7.024e-01	7.880e-01
ENSMUSG00000006276.AS2	4600	1315	2.160e-01	1.802e-01	4.910e+00	2.410e+00	4.105e+00	4.164e-03	3.716e-02
ENSMUSG00000033819	6529	562	1.576e-01	-2.333e+00	6.767e+00	-1.671e+00	1.451e+00	8.842e-02	2.905e-01
ENSMUSG00000021385	637	101	7.020e-02	-4.328e+00	8.474e-01	6.819e-01	3.057e-01	4.343e-01	5.399e-01
ENSMUSG00000031010	3432	569	1.091e-01	4.298e+00	2.947e+00	-1.353e+00	1.363e+00	9.868e-02	3.026e-01
ENSMUSG00000040711	736	242	8.605e-02	-3.680e+00	3.781e+00	-9.506e-01	6.896e-01	2.402e-01	4.093e-01
ENSMUSG00000040746	10107	1504	4.017e-01	-6.531e+00	4.038e+00	-8.872e-01	3.294e+00	1.027e-02	5.904e-02
ENSMUSG00000022106.AS4	2885	342	1.168e-01	-7.195e+00	2.482e+00	8.005e-01	7.584e-01	2.181e-01	4.093e-01
ENSMUSG00000035354.AS3	2220	158	1.060e-01	-8.277e+00	3.329e+00	-5.674e-01	6.446e-01	2.562e-01	4.209e-01
ENSMUSG00000020329.AS2	1842	81	9.420e-02	-9.000e+00	2.795e+00	1.980e+00	1.053e+00	1.467e-01	3.750e-01
ENSMUSG00000005374.AS2	631	75	5.888e-02	-7.789e+00	3.451e+00	-1.129e+00	2.062e-01	5.207e-01	5.989e-01
ENSMUSG00000022214	5267	256	2.251e-01	-3.564e+00	2.439e+00	2.863e-01	-2.122e-01	1.000e+00	1.000e+00
ENSMUSG00000021661	12276	6071	2.133e-01	6.834e+00	3.894e+00	-1.446e+00	2.782e+00	1.833e-02	8.958e-02
ENSMUSG00000022407	8161	3465	2.120e-01	5.894e+00	3.152e+00	7.441e-01	1.223e+00	1.178e-01	3.387e-01
ENSMUSG00000030922	1085	298	4.937e-02	-3.632e+00	6.417e+00	-2.825e+00	7.189e-01	2.305e-01	4.093e-01
ENSMUSG00000021911	1472	375	1.010e-01	-6.185e+00	4.437e+00	4.578e-01	-3.345e-01	1.000e+00	1.000e+00
ENSMUSG00000024012	16803	2870	4.869e-01	-8.366e+00	2.174e+00	-8.136e-02	-6.855e-01	1.000e+00	1.000e+00
ENSMUSG00000037486.AS2	1410	255	8.514e-02	-7.236e+00	5.162e+00	7.070e-01	3.636e-01	3.938e-01	5.399e-01
ENSMUSG00000029505.AS3	2674	853	1.205e-01	9.000e+00	3.223e+00	-4.303e+00	1.392e+01	1.317e-07	6.057e-06
ENSMUSG00000022255.AS3	20716	5999	4.004e-01	5.063e+00	3.257e+00	1.436e+00	3.771e+00	6.031e-03	3.963e-02
ENSMUSG00000041225.AS2	1319	401	8.469e-02	-5.422e+00	5.167e+00	3.143e+00	3.216e+00	1.120e-02	6.441e-02
ENSMUSG00000051579	37094	1134	3.596e-01	-6.217e+00	2.809e+00	2.867e-02	-1.060e-01	1.000e+00	1.000e+00
ENSMUSG00000026904	345	78	2.446e-02	-3.988e+00	5.581e+00	-2.550e+00	6.147e-01	2.675e-01	5.149e-01
ENSMUSG00000030166.AS2	983	196	5.389e-02	-8.631e+00	5.168e+00	4.633e+00	4.633e+00	2.335e-03	1.790e-02
ENSMUSG00000010095	41703	15733	4.991e-01	5.635e+00	2.079e+00	7.007e-01	1.643e+00	6.991e-02	3.216e-01
ENSMUSG00000022708.AS5	1863	758	2.024e-01	3.168e+00	3.776e+00	1.754e-01	-1.032e+00	1.000e+00	1.000e+00
ENSMUSG00000029647.AS4	1644	946	8.243e-02	1.069e+00	4.606e+00	1.538e+00	8.770e-01	1.854e-01	5.046e-01
ENSMUSG00000030720.AS2	5202	1095	3.030e-01	-8.007e+00	1.759e+00	1.034e+00	1.379e+00	9.678e-02	3.839e-01
ENSMUSG00000010608.AS2	12577	808	2.418e-01	-5.992e+00	2.378e+00	-4.406e-01	1.479e-01	5.865e-01	8.847e-01
ENSMUSG00000018861	3349	894	1.359e-01	3.050e+00	4.720e+00	-7.207e-02	6.843e-01	2.420e-01	5.061e-01
ENSMUSG00000020792	7662	1287	2.554e-01	7.903e-01	4.652e+00	-6.881e-01	6.118e-01	2.686e-01	5.149e-01
ENSMUSG00000040785.AS4	2335	1191	1.590e-01	-3.679e+00	6.323e+00	3.267e+00	5.335e+00	1.089e-03	1.002e-02
ENSMUSG00000031256.AS2	1334	429	8.197e-02	4.177e+00	3.097e-01	-2.843e-01	1.052e-01	6.465e-01	9.294e-01
ENSMUSG00000064289.AS2	4869	1297	1.880e-01	-4.160e+00	6.755e+00	8.479e-01	1.404e-01	5.962e-01	8.847e-01
ENSMUSG00000074272.AS4	1168	268	3.216e-02	-8.442e-01	7.261e+00	-1.844e+00	-1.761e-01	1.000e+00	1.000e+00
ENSMUSG00000017734	150087	7677	6.363e-01	-4.020e+00	2.621e+00	1.634e-01	2.352e+00	3.011e-02	1.539e-01
ENSMUSG00000025357	1837	464	6.793e-02	1.779e+00	1.982e+00	6.511e-01	7.194e-01	2.303e-01	5.046e-01
ENSMUSG00000029635	1132	85	5.299e-02	-5.147e-01	1.893e+00	-3.025e-01	-2.024e-01	1.000e+00	1.000e+00
ENSMUSG00000062906	2050	715	1.110e-01	5.561e+00	3.324e+00	-2.044e+00	8.236e-01	1.993e-01	5.046e-01
ENSMUSG00000032010	6696	355	1.454e-01	-6.468e+00	5.995e+00	-8.111e-01	-2.356e-01	1.000e+00	1.000e+00
ENSMUSG00000048833.AS2	2501	1088	1.409e-01	5.254e+00	4.356e-01	-1.021e+00	8.433e-01	1.941e-01	5.046e-01
ENSMUSG00000036372	43401	10271	7.808e-01	-8.640e+00	2.726e+00	2.298e-01	-1.070e+00	1.000e+00	1.000e+00
ENSMUSG00000036167.AS2	3013	419	1.445e-01	-9.000e+00	3.541e+00	3.295e+00	8.939e+00	2.356e-05	5.418e-04
ENSMUSG00000026004	1050	462	7.971e-02	2.145e+00	5.831e+00	2.043e+00	1.109e+00	1.364e-01	4.483e-01
ENSMUSG00000052406	2048	990	1.200e-01	5.630e+00	2.514e+00	-6.794e-02	1.493e-01	5.848e-01	8.847e-01
ENSMUSG00000031841	2565	135	8.696e-02	-6.360e+00	2.202e+00	-1.098e+00	7.420e-01	2.231e-01	5.046e-01
ENSMUSG00000026991.AS2	991	237	8.786e-02	-1.518e+00	5.549e+00	-3.846e-01	5.426e-02	7.418e-01	1.000e+00
ENSMUSG00000020467	26418	11600	1.372e-01	6.581e+00	3.861e+00	-5.154e-01	-2.852e-01	1.000e+00	1.000e+00
ENSMUSG00000025220	3946	1250	1.671e-01	6.806e+00	2.897e+00	-3.219e+00	7.387e+00	1.211e-04	1.857e-03
ENSMUSG00000025702.AS3	7848	2023	3.519e-01	2.543e+00	2.195e+00	8.425e-01	1.288e+00	1.085e-01	3.839e-01
ENSMUSG00000024050.AS4	3099	293	1.241e-01	-2.265e+00	3.340e+00	-5.610e-02	-3.375e-02	1.000e+00	1.000e+00
ENSMUSG00000020257.AS3	1948	797	8.152e-02	3.228e+00	3.965e+00	8.858e-01	7.766e-01	2.127e-01	5.046e-01
ENSMUSG00000020946	98148	3986	4.814e-01	-1.286e+00	5.083e+00	1.797e+00	6.195e+00	4.315e-04	4.962e-03
ENSMUSG00000026374	82253	6108	6.064e-01	6.460e+00	2.276e+00	-6.721e-02	-2.344e-01	1.000e+00	1.000e+00
ENSMUSG00000040265	8732	1792	3.438e-01	3.904e+00	2.152e+00	-3.121e-02	1.670e-01	5.633e-01	8.847e-01
ENSMUSG00000013033	908	224	9.284e-02	-3.120e+00	3.546e+00	2.114e-01	-2.686e-02	1.000e+00	1.000e+00
ENSMUSG00000018387	4876	997	1.173e-01	1.945e+00	3.471e+00	-1.580e-01	-3.391e-01	1.000e+00	1.000e+00
ENSMUSG00000026648.AS3	587	333	4.121e-02	4.109e+00	3.088e+00	2.877e+00	1.305e+00	1.062e-01	3.839e-01
ENSMUSG00000026955	3490	740	7.971e-02	4.864e+00	3.113e+00	-6.275e-01	-8.044e-02	1.000e+00	1.000e+00
ENSMUSG00000085399	2753	1211	2.763e-02	-5.936e+00	4.338e+00	1.879e+00	4.843e-01	3.251e-01	5.981e-01
ENSMUSG00000079414.AS3	3238	129	5.752e-02	-5.973e+00	5.433e+00	4.125e-01	4.003e-01	3.709e-01	6.320e-01
ENSMUSG00000043467.AS2	4973	390	9.149e-02	2.257e+00	3.348e+00	1.986e+00	8.307e-01	1.974e-01	5.046e-01
ENSMUSG00000024170.AS2	1158	326	6.884e-02	4.992e+00	1.786e+00	-1.699e+00	4.479e-01	3.439e-01	6.084e-01
ENSMUSG00000070953.AS2	2533	1107	9.647e-02	3.076e+00	3.931e+00	1.078e-01	-1.562e-02	1.000e+00	1.000e+00
ENSMUSG00000052681	112439	3086	4.828e-01	-8.505e+00	2.605e+00	3.726e-01	4.980e-01	3.183e-01	5.631e-01
