GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	time_ceoff	time_ELBO_gain	time_pval	time_FDR
Itpr1	1505	1505	2.012e-01	5.548e-01	1.609e+00	-3.924e-03	2.109e+00	4.001e-02	2.423e-01
Stradb	756	756	1.879e-01	2.886e+00	6.753e-01	-5.414e-03	1.707e-01	5.591e-01	1.000e+00
Gpr137b	365	365	8.871e-02	2.228e+00	1.358e+00	-1.647e-03	3.727e-01	3.879e-01	8.277e-01
Mcat	413	413	1.129e-01	2.960e+00	5.266e-01	2.695e-03	-2.769e-01	1.000e+00	1.000e+00
Nbea	10237	10237	8.624e-01	1.546e+00	6.528e-01	-1.205e-03	-3.369e-02	1.000e+00	1.000e+00
Ctps2	888	888	5.382e-02	-1.423e+00	1.260e+00	-6.880e-03	2.246e+00	3.407e-02	2.263e-01
Dach1	843	843	4.892e-03	-3.388e+00	4.813e-01	-4.248e-03	-7.030e-01	1.000e+00	1.000e+00
Ddit3	729	729	1.438e-01	2.152e+00	1.777e+00	-9.536e-04	6.631e-01	2.495e-01	6.703e-01
Arpc5	14156	14156	9.573e-01	5.529e+00	3.659e-01	-8.294e-03	2.685e+00	2.049e-02	1.811e-01
Cbll1	633	633	1.585e-01	2.797e+00	9.716e-01	-9.449e-05	3.624e-01	3.945e-01	8.277e-01
Elavl3	14530	14530	9.644e-01	3.364e+00	7.877e-01	3.486e-03	1.599e+00	7.376e-02	3.304e-01
Smim4	361	361	9.295e-02	2.577e+00	7.415e-01	1.164e-03	-2.003e-01	1.000e+00	1.000e+00
Ift57	744	744	1.484e-01	1.498e+00	1.576e+00	-1.930e-03	-4.207e-01	1.000e+00	1.000e+00
Poc5	402	402	9.850e-02	2.141e+00	1.155e+00	-5.805e-03	3.674e-01	3.913e-01	8.277e-01
Gm11639	801	801	9.132e-03	-3.178e+00	4.878e-01	1.486e-03	-1.065e-01	1.000e+00	1.000e+00
Uchl3	2341	2341	4.498e-01	3.009e+00	9.299e-01	-6.345e-03	3.137e+00	1.226e-02	1.293e-01
Thsd4	968	968	1.533e-02	-2.863e+00	8.537e-01	-3.907e-03	1.023e+00	1.527e-01	5.148e-01
Erh	2378	2378	5.026e-01	3.293e+00	5.227e-01	9.614e-03	2.364e+00	2.966e-02	2.205e-01
Ttc19	1865	1865	3.891e-01	2.561e+00	9.812e-01	-2.538e-03	1.325e+00	1.035e-01	4.126e-01
Sgms1	764	764	7.045e-02	-1.053e+00	1.635e+00	1.972e-04	9.074e-01	1.779e-01	5.338e-01
Rbbp8	510	510	5.219e-02	-8.256e-01	1.755e+00	-1.960e-03	-7.116e-01	1.000e+00	1.000e+00
Wls	1784	1784	2.277e-01	1.507e+00	1.241e+00	-1.482e-03	-2.129e-01	1.000e+00	1.000e+00
Ccdc47	1297	1297	2.900e-01	2.937e+00	8.452e-01	5.125e-03	3.849e-01	3.803e-01	8.277e-01
Zfp629	354	354	9.948e-02	3.392e+00	5.126e-01	4.055e-04	-9.104e-01	1.000e+00	1.000e+00
Fam76b	509	509	1.288e-01	2.645e+00	8.952e-01	-3.739e-03	1.644e-01	5.664e-01	1.000e+00
Rcan2	765	765	7.828e-02	-4.338e-01	1.960e+00	-4.701e-03	9.466e-01	1.688e-01	5.311e-01
4833420G17Rik	888	888	2.100e-01	2.580e+00	8.478e-01	-1.890e-03	-2.872e-01	1.000e+00	1.000e+00
Txndc12	997	997	2.038e-01	1.740e+00	1.250e+00	-6.322e-03	2.168e+00	3.732e-02	2.342e-01
Slx1b	539	539	1.367e-01	2.516e+00	8.852e-01	3.109e-03	-1.184e-01	1.000e+00	1.000e+00
Pmm2	372	372	7.893e-02	1.384e+00	1.243e+00	-4.860e-03	-3.742e-01	1.000e+00	1.000e+00
Zbed5	468	468	1.226e-01	2.994e+00	7.050e-01	-5.208e-03	6.575e-02	7.169e-01	1.000e+00
Ikbkg	394	394	8.708e-02	1.634e+00	1.275e+00	-1.209e-04	-1.271e-01	1.000e+00	1.000e+00
Tcerg1l	729	729	7.241e-02	-4.533e-01	2.086e+00	-6.691e-03	1.772e+00	5.973e-02	3.021e-01
Shtn1	6460	6460	7.864e-01	3.159e+00	9.603e-01	2.008e-03	1.759e+00	6.069e-02	3.021e-01
Babam1	774	774	1.830e-01	2.192e+00	1.093e+00	2.031e-03	-6.474e-01	1.000e+00	1.000e+00
Vapb	1802	1802	3.901e-01	3.277e+00	5.443e-01	-1.238e-03	-1.015e+00	1.000e+00	1.000e+00
Ptpn9	669	669	1.370e-01	1.419e+00	1.304e+00	-1.204e-03	-3.007e-01	1.000e+00	1.000e+00
Mcm7	375	375	8.513e-02	1.858e+00	1.469e+00	1.308e-03	1.782e-02	8.503e-01	1.000e+00
Sptlc2	1235	1235	2.557e-01	1.918e+00	7.052e-01	-3.465e-03	-5.725e-01	1.000e+00	1.000e+00
Creld2	364	364	9.654e-02	4.016e+00	8.010e-01	-2.157e-03	-1.265e+00	1.000e+00	1.000e+00
Rfk	986	986	2.365e-01	3.416e+00	4.505e-01	7.782e-03	-5.245e-01	1.000e+00	1.000e+00
Plekhm2	565	565	1.321e-01	1.636e+00	1.217e+00	7.170e-03	1.268e+00	1.113e-01	4.281e-01
Cnst	702	702	1.347e-01	1.594e+00	1.416e+00	-7.484e-03	2.275e+00	3.294e-02	2.263e-01
Tle1	1753	1753	3.392e-01	2.177e+00	8.183e-01	1.459e-03	9.169e-01	1.757e-01	5.338e-01
Mthfd1l	1039	1039	7.339e-02	-1.200e+00	1.509e+00	-8.019e-03	3.595e+00	7.334e-03	9.162e-02
Syt9	610	610	8.839e-02	-6.939e-02	1.363e+00	5.383e-03	1.306e+00	1.061e-01	4.129e-01
Zfp512b	954	954	2.365e-01	3.130e+00	5.841e-01	4.559e-03	-1.695e-01	1.000e+00	1.000e+00
Pus10	373	373	6.327e-02	1.074e+00	1.891e+00	-9.570e-03	1.347e+00	1.007e-01	4.068e-01
Baz1b	1122	1122	2.384e-01	2.004e+00	1.004e+00	1.373e-04	-7.257e-01	1.000e+00	1.000e+00
Ppp2r2b	3597	3597	5.101e-01	1.042e+00	8.487e-01	-2.342e-03	2.838e+00	1.720e-02	1.562e-01
Mir124-2hg	659	659	1.536e-01	3.045e+00	7.208e-01	-1.190e-03	-4.350e-01	1.000e+00	1.000e+00
Rmnd1	378	378	9.067e-02	2.036e+00	1.127e+00	8.253e-03	1.755e+00	6.098e-02	3.021e-01
Ptk2b	400	400	4.762e-02	-4.145e-01	2.104e+00	-2.011e-03	7.663e-02	6.954e-01	1.000e+00
Hjurp	1658	1658	3.611e-01	2.998e+00	7.254e-01	1.141e-02	3.279e+00	1.044e-02	1.138e-01
Grn	476	476	1.269e-01	2.810e+00	6.311e-01	6.652e-03	6.211e-01	2.651e-01	7.047e-01
Kansl1l	432	432	1.468e-02	-2.435e+00	1.147e+00	6.532e-04	-6.586e-02	1.000e+00	1.000e+00
Mxi1	639	639	1.194e-01	9.074e-01	1.389e+00	4.603e-03	3.141e-01	4.280e-01	8.639e-01
Dixdc1	693	693	1.138e-01	9.628e-01	1.593e+00	-6.094e-03	4.405e-01	3.479e-01	8.148e-01
Map3k20	386	386	2.935e-02	-1.128e+00	1.470e+00	-8.194e-03	1.648e+00	6.948e-02	3.280e-01
Pde10a	2669	2669	3.222e-01	3.423e-01	1.109e+00	-6.031e-03	6.672e+00	2.592e-04	6.519e-03
Gde1	939	939	2.231e-01	3.142e+00	1.157e+00	-8.200e-03	1.201e+00	1.212e-01	4.556e-01
Smap2	2464	2464	4.785e-01	3.114e+00	8.268e-01	2.673e-04	5.294e-01	3.035e-01	7.656e-01
Fezf2	483	483	9.915e-02	3.230e+00	4.682e-01	7.639e-03	-1.578e+00	1.000e+00	1.000e+00
Mpdz	568	568	7.958e-02	-2.442e-01	1.443e+00	7.251e-03	2.301e+00	3.195e-02	2.263e-01
Ppp1r11	1553	1553	3.620e-01	3.875e+00	4.174e-01	3.675e-03	-7.676e-01	1.000e+00	1.000e+00
Fbxo8	396	396	8.382e-02	1.662e+00	1.639e+00	4.016e-04	-3.706e-01	1.000e+00	1.000e+00
Mdn1	1040	1040	1.921e-01	1.501e+00	1.250e+00	-2.141e-03	6.127e-01	2.683e-01	7.076e-01
Srrm4	1424	1424	2.401e-01	9.898e-01	1.098e+00	8.241e-04	4.492e-02	7.644e-01	1.000e+00
Adgrb3	2537	2537	2.156e-01	-7.679e-01	1.014e+00	-1.872e-03	3.856e-01	3.798e-01	8.277e-01
March1	2850	2850	1.794e-01	-1.337e+00	1.046e+00	5.187e-04	6.719e-01	2.464e-01	6.703e-01
Upf3b	864	864	1.911e-01	2.771e+00	9.820e-01	5.358e-04	3.359e-01	4.125e-01	8.482e-01
AU040320	1105	1105	2.091e-01	1.216e+00	1.044e+00	-1.147e-03	5.217e-01	3.070e-01	7.656e-01
Ralgapb	2897	2897	2.267e-01	-9.986e-01	9.757e-01	2.697e-04	1.838e+00	5.520e-02	2.978e-01
Senp2	1684	1684	3.581e-01	2.555e+00	8.177e-01	2.632e-03	-5.277e-01	1.000e+00	1.000e+00
Pan3	889	889	1.621e-01	7.402e-01	1.264e+00	4.204e-03	2.905e-01	4.459e-01	8.892e-01
Snrnp48	705	705	1.585e-01	2.290e+00	1.087e+00	-1.765e-03	3.191e-01	4.244e-01	8.638e-01
Srsf3	6338	6338	7.929e-01	3.594e+00	6.177e-01	5.941e-03	2.505e+00	2.520e-02	2.060e-01
Iqsec2	614	614	1.168e-01	9.985e-01	1.360e+00	-7.906e-04	-8.627e-01	1.000e+00	1.000e+00
Nfix	19038	19038	9.462e-01	4.133e+00	5.642e-01	-1.514e-03	-8.582e-02	1.000e+00	1.000e+00
Wdr34	517	517	1.269e-01	1.623e+00	1.039e+00	1.422e-02	2.641e+00	2.154e-02	1.854e-01
Nkd2	609	609	1.347e-01	2.639e+00	1.549e+00	-6.632e-04	8.188e-01	2.007e-01	5.858e-01
Chmp4b	4600	4600	7.045e-01	2.864e+00	8.181e-01	1.006e-02	8.319e+00	4.525e-05	1.381e-03
Nrbp1	1592	1592	3.523e-01	2.844e+00	8.236e-01	-8.316e-03	4.825e+00	1.893e-03	3.439e-02
1700123O12Rik	426	426	3.262e-04	-3.675e+00	4.391e-01	2.400e-03	-3.569e+00	1.000e+00	1.000e+00
Mbtps1	639	639	1.468e-01	1.954e+00	1.139e+00	-2.731e-03	-3.718e-01	1.000e+00	1.000e+00
Nup205	635	635	1.112e-01	8.993e-01	1.737e+00	-2.515e-03	1.140e+00	1.310e-01	4.868e-01
Ptprs	10528	10528	9.331e-01	2.377e+00	6.472e-01	1.101e-02	3.107e+01	3.214e-15	5.254e-13
6430573F11Rik	549	549	9.328e-02	1.562e+00	1.489e+00	-6.763e-03	2.482e+00	2.589e-02	2.065e-01
Rab2a	8516	8516	8.933e-01	3.748e+00	7.985e-01	-1.610e-03	-5.092e-01	1.000e+00	1.000e+00
Hnrnpf	1605	1605	3.552e-01	3.306e+00	5.158e-01	1.830e-04	-8.628e-01	1.000e+00	1.000e+00
Naa25	379	379	7.436e-02	4.956e-01	1.081e+00	1.524e-02	6.315e+00	3.797e-04	8.869e-03
Dgcr14	513	513	1.354e-01	3.054e+00	5.202e-01	4.133e-03	-3.448e-01	1.000e+00	1.000e+00
Mex3b	801	801	1.957e-01	4.001e+00	3.943e-01	9.196e-03	-2.346e+00	1.000e+00	1.000e+00
Adam9	714	714	1.416e-01	1.635e+00	1.482e+00	-6.669e-04	4.953e-02	7.530e-01	1.000e+00
Zfp952	387	387	9.687e-02	2.897e+00	6.979e-01	-4.096e-03	-3.777e-01	1.000e+00	1.000e+00
Sh3bp1	1921	1921	4.230e-01	4.114e+00	3.865e-01	-3.026e-03	-1.417e+00	1.000e+00	1.000e+00
Pag1	499	499	8.774e-02	7.763e-01	1.231e+00	-6.575e-04	-6.112e-01	1.000e+00	1.000e+00
Surf4	1010	1010	2.469e-01	3.292e+00	4.680e-01	3.248e-03	-5.992e-02	1.000e+00	1.000e+00
Bahcc1	502	502	1.001e-01	1.350e+00	1.157e+00	-8.452e-03	3.100e+00	1.278e-02	1.306e-01
Nop2	627	627	1.605e-01	3.126e+00	6.232e-01	-2.874e-03	-8.629e-02	1.000e+00	1.000e+00
Numbl	911	911	2.312e-01	2.679e+00	9.639e-01	7.876e-03	1.460e+00	8.753e-02	4.404e-01
Ftsj3	573	573	1.474e-01	2.912e+00	5.188e-01	2.850e-03	-3.647e-01	1.000e+00	1.000e+00
Ephb3	515	515	1.129e-01	2.179e+00	8.750e-01	1.336e-02	3.342e+00	9.727e-03	1.515e-01
Rpl36a	3487	3487	6.210e-01	4.581e+00	3.166e-01	4.795e-03	-1.598e+00	1.000e+00	1.000e+00
Fez1	5610	5610	7.453e-01	2.520e+00	9.560e-01	-6.289e-03	8.985e+00	2.243e-05	1.048e-03
Brd3	2588	2588	4.971e-01	3.824e+00	4.401e-01	-4.961e-03	-1.058e-01	1.000e+00	1.000e+00
Txndc16	1167	1167	1.292e-01	-5.249e-01	1.485e+00	2.624e-03	-5.657e-01	1.000e+00	1.000e+00
Snx3	2606	2606	5.137e-01	3.128e+00	4.948e-01	1.832e-03	-9.697e-01	1.000e+00	1.000e+00
Pebp4	373	373	1.631e-03	-3.402e+00	5.587e-01	-2.154e-03	-9.070e-01	1.000e+00	1.000e+00
Sms	2285	2285	4.481e-01	2.501e+00	9.618e-01	2.473e-04	-6.964e-01	1.000e+00	1.000e+00
Rbm27	682	682	1.363e-01	1.509e+00	9.996e-01	-6.770e-03	1.950e+00	4.831e-02	3.159e-01
Lace1	464	464	3.001e-02	-1.887e+00	1.756e+00	1.804e-03	6.131e-01	2.681e-01	7.829e-01
Hcrtr2	732	732	1.129e-01	5.696e-01	1.958e+00	9.464e-03	2.876e+00	1.646e-02	1.726e-01
Avl9	765	765	1.654e-01	2.144e+00	1.088e+00	-2.056e-03	2.775e-01	4.563e-01	1.000e+00
Cyb561	561	561	1.416e-01	2.576e+00	6.019e-01	3.972e-03	3.784e-01	3.843e-01	9.503e-01
Tm2d1	809	809	1.882e-01	2.558e+00	6.364e-01	-5.346e-03	-4.623e-01	1.000e+00	1.000e+00
Wipf2	615	615	1.233e-01	1.333e+00	1.484e+00	2.547e-03	-5.083e-01	1.000e+00	1.000e+00
Rela	577	577	1.389e-01	2.475e+00	6.993e-01	9.939e-04	-1.004e-01	1.000e+00	1.000e+00
Gpatch11	857	857	2.097e-01	3.294e+00	4.504e-01	5.064e-03	-1.688e-01	1.000e+00	1.000e+00
Sdcbp	1933	1933	4.041e-01	3.008e+00	5.215e-01	5.506e-03	9.886e-01	1.597e-01	5.802e-01
Mthfd2	2855	2855	5.287e-01	3.504e+00	5.854e-01	-4.742e-03	1.365e+00	9.854e-02	4.696e-01
Map2	19542	19542	9.886e-01	3.312e+00	6.494e-01	-9.804e-04	7.463e-01	2.218e-01	7.103e-01
Cplx2	3944	3944	6.168e-01	3.782e+00	3.908e-01	8.194e-03	5.478e-01	2.952e-01	8.045e-01
0610037L13Rik	751	751	1.882e-01	3.313e+00	8.337e-01	-7.699e-03	1.383e+00	9.630e-02	4.696e-01
Gm12649	397	397	3.262e-04	-3.379e+00	3.798e-01	-6.479e-03	-2.975e+00	1.000e+00	1.000e+00
Cox7b	7121	7121	8.412e-01	5.064e+00	3.147e-01	4.714e-05	-5.670e+00	1.000e+00	1.000e+00
Sec24a	602	602	9.752e-02	3.827e-01	1.142e+00	1.022e-03	-7.760e-01	1.000e+00	1.000e+00
Thyn1	1216	1216	2.733e-01	2.332e+00	8.518e-01	2.963e-03	6.612e-01	2.502e-01	7.505e-01
Gnai2	1988	1988	4.188e-01	3.297e+00	4.268e-01	9.269e-04	-6.882e-01	1.000e+00	1.000e+00
Zranb3	919	919	2.642e-02	-2.403e+00	1.208e+00	-7.162e-03	1.870e+00	5.314e-02	3.286e-01
Rab9b	570	570	1.451e-01	3.367e+00	7.290e-01	-2.393e-03	-1.623e-01	1.000e+00	1.000e+00
Gm6710	443	443	1.161e-01	2.803e+00	6.083e-01	2.108e-03	-4.033e-01	1.000e+00	1.000e+00
Sae1	2529	2529	4.700e-01	2.384e+00	1.186e+00	6.290e-03	3.113e+00	1.259e-02	1.647e-01
Aup1	736	736	1.957e-01	3.609e+00	3.988e-01	6.932e-03	-2.643e-01	1.000e+00	1.000e+00
Manba	1801	1801	4.240e-03	-4.016e+00	3.236e-01	-3.441e-03	-1.642e+00	1.000e+00	1.000e+00
Pls3	2469	2469	4.116e-01	2.786e+00	1.040e+00	-6.455e-03	3.603e+00	7.263e-03	1.187e-01
Timm17a	820	820	2.149e-01	2.969e+00	5.159e-01	9.477e-03	1.157e+00	1.282e-01	5.316e-01
9130011E15Rik	548	548	1.859e-02	-2.207e+00	1.003e+00	-4.911e-03	5.524e-01	2.932e-01	8.045e-01
Eif2ak1	792	792	1.836e-01	2.275e+00	9.732e-01	3.953e-03	-1.115e-01	1.000e+00	1.000e+00
Mapk6	1522	1522	3.301e-01	2.774e+00	8.306e-01	1.539e-03	2.449e-01	4.840e-01	1.000e+00
Ptprn2	1848	1848	3.686e-02	-2.596e+00	9.019e-01	-8.642e-03	1.464e+00	8.709e-02	4.404e-01
Pebp1	8850	8850	9.090e-01	5.476e+00	3.192e-01	-6.710e-04	-1.205e+00	1.000e+00	1.000e+00
Ap3s2	1073	1073	2.459e-01	2.534e+00	7.410e-01	-8.609e-04	-1.344e+00	1.000e+00	1.000e+00
Vim	526	526	9.785e-02	3.971e+00	4.520e-01	-6.188e-03	3.631e-01	3.941e-01	9.503e-01
Lrrc8b	1792	1792	3.643e-01	2.464e+00	6.200e-01	5.626e-03	8.658e-01	1.882e-01	6.478e-01
Tnrc6b	1058	1058	1.566e-01	1.914e-01	8.720e-01	3.508e-04	-2.731e-01	1.000e+00	1.000e+00
Ebna1bp2	1735	1735	3.852e-01	3.959e+00	4.009e-01	-3.690e-03	-1.633e-01	1.000e+00	1.000e+00
Tma16	547	547	1.360e-01	3.657e+00	6.977e-01	-1.410e-02	1.738e+00	6.229e-02	3.417e-01
Herc3	844	844	1.621e-01	1.668e+00	1.341e+00	-2.301e-03	-9.137e-01	1.000e+00	1.000e+00
Dok6	898	898	1.631e-03	-3.886e+00	3.713e-01	-8.011e-04	-1.732e+00	1.000e+00	1.000e+00
Lyrm9	902	902	2.185e-01	2.976e+00	5.788e-01	2.124e-03	-8.053e-01	1.000e+00	1.000e+00
Gm765	350	350	1.631e-03	-3.358e+00	4.085e-01	1.404e-03	-1.399e+00	1.000e+00	1.000e+00
Fmnl2	1705	1705	2.678e-01	5.585e-01	9.355e-01	1.673e-03	1.732e+00	6.270e-02	3.417e-01
Josd1	944	944	2.329e-01	3.047e+00	7.571e-01	4.055e-03	-4.124e-02	1.000e+00	1.000e+00
Tsc1	1408	1408	3.092e-01	2.249e+00	5.947e-01	1.209e-03	-5.570e-01	1.000e+00	1.000e+00
Epha5	6057	6057	5.636e-01	8.153e-01	1.023e+00	9.738e-05	8.108e-01	2.029e-01	6.848e-01
Sipa1l3	610	610	7.860e-02	-5.589e-01	1.069e+00	7.275e-03	9.255e-01	1.737e-01	6.106e-01
2610008E11Rik	593	593	1.226e-01	2.025e+00	1.221e+00	-1.755e-02	8.579e+00	3.441e-05	1.406e-03
Snx32	592	592	1.461e-01	2.289e+00	1.088e+00	-1.352e-03	-5.720e-01	1.000e+00	1.000e+00
Dcc	4212	4212	8.154e-03	-4.520e+00	3.375e-01	1.168e-04	-9.066e-01	1.000e+00	1.000e+00
Spata2	1140	1140	2.808e-01	3.763e+00	3.884e-01	9.633e-04	-2.365e+00	1.000e+00	1.000e+00
Atf2	1907	1907	3.571e-01	2.168e+00	1.110e+00	-5.460e-03	1.794e+00	5.822e-02	3.400e-01
Maml2	763	763	8.806e-03	-3.412e+00	8.819e-01	2.224e-03	-6.043e-01	1.000e+00	1.000e+00
Brms1	475	475	1.181e-01	2.289e+00	1.189e+00	7.073e-03	9.154e-01	1.760e-01	6.124e-01
Siah2	1378	1378	2.962e-01	3.135e+00	5.577e-01	6.447e-03	1.020e+00	1.533e-01	5.683e-01
Tbc1d12	700	700	1.298e-01	1.309e+00	1.554e+00	-3.246e-03	5.280e-01	3.041e-01	8.219e-01
Dock11	433	433	2.185e-02	-2.191e+00	1.631e+00	1.062e-03	1.139e+00	1.313e-01	5.327e-01
Deaf1	1614	1614	3.402e-01	2.350e+00	9.749e-01	2.703e-03	-3.217e-02	1.000e+00	1.000e+00
Ggct	386	386	1.021e-01	3.381e+00	4.939e-01	-4.564e-03	9.126e-02	6.692e-01	1.000e+00
Fam208b	502	502	7.436e-02	1.144e-01	1.223e+00	-2.031e-03	-1.182e+00	1.000e+00	1.000e+00
Slc38a1	2804	2804	4.827e-01	2.328e+00	1.138e+00	-4.100e-03	1.055e+00	1.464e-01	5.565e-01
RP24-296C19.4	720	720	3.262e-04	-3.972e+00	3.675e-01	-3.911e-04	-2.613e+00	1.000e+00	1.000e+00
Atox1	2227	2227	4.778e-01	3.926e+00	3.442e-01	3.308e-03	-6.406e-01	1.000e+00	1.000e+00
Snrpb	2992	2992	5.799e-01	4.272e+00	3.423e-01	6.906e-05	-8.326e-01	1.000e+00	1.000e+00
Tsn	3334	3334	5.910e-01	4.402e+00	3.568e-01	-1.769e-03	-4.577e-01	1.000e+00	1.000e+00
Hgsnat	541	541	1.243e-01	1.901e+00	1.487e+00	1.362e-02	3.146e+00	1.213e-02	1.647e-01
Psd3	3568	3568	4.511e-01	1.019e+00	8.307e-01	-9.523e-04	-4.011e-01	1.000e+00	1.000e+00
Rab31	1318	1318	2.293e-01	1.679e+00	1.479e+00	-1.800e-03	-4.960e-01	1.000e+00	1.000e+00
Dcp2	675	675	1.575e-01	2.525e+00	9.372e-01	-3.985e-03	9.344e-01	1.716e-01	6.106e-01
Uhrf1bp1	418	418	9.687e-02	2.540e+00	1.456e+00	-9.874e-03	1.352e+00	1.001e-01	4.696e-01
Kcnc1	814	814	1.853e-01	2.111e+00	7.362e-01	2.992e-03	1.088e-01	6.409e-01	1.000e+00
Zc3h8	534	534	1.321e-01	2.836e+00	5.578e-01	4.636e-04	-2.225e-01	1.000e+00	1.000e+00
Prpf3	358	358	7.893e-02	2.064e+00	2.068e+00	8.450e-04	-2.287e+00	1.000e+00	1.000e+00
Fgf12	1339	1339	1.859e-01	3.401e-01	1.217e+00	-8.792e-04	-1.491e-01	1.000e+00	1.000e+00
Ccng2	1839	1839	3.493e-01	3.887e+00	4.998e-01	-3.242e-03	1.685e-01	5.616e-01	1.000e+00
Tbkbp1	377	377	9.687e-02	1.926e+00	8.639e-01	5.187e-03	-7.614e-02	1.000e+00	1.000e+00
Ndst1	421	421	1.047e-01	2.476e+00	8.319e-01	-8.960e-03	6.190e-01	2.658e-01	7.829e-01
Zdbf2	1668	1668	2.772e-01	1.804e+00	9.784e-01	1.826e-02	2.042e+01	1.648e-10	1.796e-08
Usb1	410	410	1.044e-01	2.488e+00	8.832e-01	-3.413e-03	1.700e-01	5.599e-01	1.000e+00
Hmgb2	731	731	1.908e-01	4.276e+00	3.981e-01	-1.545e-02	2.775e+00	1.848e-02	1.778e-01
Yy1	1141	1141	2.547e-01	2.719e+00	9.514e-01	4.783e-03	1.114e+00	1.355e-01	5.327e-01
Hdx	462	462	6.067e-02	-2.981e-01	1.150e+00	2.411e-03	1.179e+00	1.247e-01	5.300e-01
Sap30bp	1120	1120	2.652e-01	2.673e+00	1.018e+00	9.459e-03	2.694e+00	2.028e-02	1.807e-01
Tmco1	759	759	1.797e-01	3.137e+00	7.568e-01	-3.825e-03	3.607e-01	3.957e-01	9.503e-01
Dpp10	1766	1766	1.145e-01	-1.427e+00	1.435e+00	-1.977e-03	1.013e+00	1.547e-01	5.683e-01
Mrps15	651	651	1.598e-01	2.320e+00	1.161e+00	4.392e-03	5.540e-01	2.925e-01	8.045e-01
Rars2	535	535	1.008e-01	1.038e+00	1.469e+00	1.473e-03	-1.068e-01	1.000e+00	1.000e+00
Thoc7	461	461	1.135e-01	2.366e+00	7.443e-01	-8.356e-03	7.619e-01	2.171e-01	7.028e-01
Eef1d	2667	2667	5.209e-01	3.374e+00	4.964e-01	2.300e-03	-3.252e-01	1.000e+00	1.000e+00
Lrrc28	872	872	1.383e-01	2.788e-01	8.175e-01	2.417e-04	-4.704e-01	1.000e+00	1.000e+00
Mypn	389	389	4.566e-03	-3.152e+00	7.819e-01	-7.715e-03	-1.742e-01	1.000e+00	1.000e+00
Pde4a	698	698	1.396e-01	1.326e+00	1.052e+00	-9.328e-04	-5.812e-01	1.000e+00	1.000e+00
Elmod1	2242	2242	3.744e-01	1.444e+00	1.261e+00	3.009e-03	6.680e-01	2.478e-01	7.505e-01
Rpl36	2369	2369	4.912e-01	2.878e+00	4.973e-01	4.323e-03	8.023e-01	2.052e-01	6.848e-01
Slc16a7	965	965	1.660e-01	9.271e-01	1.552e+00	1.292e-04	-1.251e+00	1.000e+00	1.000e+00
Rab22a	762	762	1.797e-01	2.490e+00	9.458e-01	-4.833e-03	7.686e-01	2.150e-01	7.028e-01
Ppig	2378	2378	4.247e-01	2.701e+00	9.518e-01	6.377e-04	-4.586e-01	1.000e+00	1.000e+00
Nhp2	1917	1917	4.217e-01	4.288e+00	3.391e-01	3.495e-03	-1.382e+00	1.000e+00	1.000e+00
Palb2	3506	3506	4.892e-03	-4.498e+00	3.235e-01	-1.108e-03	-9.682e-01	1.000e+00	1.000e+00
Dhx38	419	419	1.067e-01	2.861e+00	1.107e+00	1.466e-03	-9.625e-02	1.000e+00	1.000e+00
Dhx8	385	385	9.426e-02	1.820e+00	1.029e+00	4.466e-03	7.803e-02	6.928e-01	1.000e+00
Rbm41	944	944	5.219e-03	-3.622e+00	4.727e-01	-7.519e-04	-5.992e-02	1.000e+00	1.000e+00
Hivep3	1959	1959	2.776e-01	8.146e-01	1.234e+00	-5.704e-03	3.938e+00	5.012e-03	9.106e-02
Morf4l2	6707	6707	8.317e-01	3.661e+00	6.126e-01	7.143e-05	-4.189e-01	1.000e+00	1.000e+00
Kif1a	5990	5990	7.981e-01	3.394e+00	6.379e-01	-3.805e-03	1.989e+00	4.608e-02	3.075e-01
Rnf141	1706	1706	3.669e-01	3.144e+00	4.406e-01	8.769e-03	7.401e-01	2.237e-01	7.103e-01
Cntnap2	6493	6493	6.458e-02	-3.362e+00	9.313e-01	-6.567e-03	5.359e+00	1.060e-03	2.477e-02
Uqcrb	2347	2347	4.817e-01	4.442e+00	3.319e-01	2.884e-03	-1.050e+00	1.000e+00	1.000e+00
Pdlim5	356	356	1.924e-02	-1.895e+00	1.424e+00	-2.902e-03	6.848e-02	7.113e-01	1.000e+00
Abcf3	870	870	2.237e-01	3.368e+00	5.662e-01	-4.298e-04	-4.514e-01	1.000e+00	1.000e+00
Rpp14	419	419	1.093e-01	3.280e+00	5.558e-01	-1.489e-02	2.731e+00	1.944e-02	1.807e-01
Ak3	593	593	6.849e-02	-3.352e-01	1.826e+00	-5.986e-03	-1.539e-01	1.000e+00	1.000e+00
Dohh	1258	1258	3.128e-01	4.168e+00	3.328e-01	-3.963e-04	-2.885e+00	1.000e+00	1.000e+00
Zfp839	1479	1479	4.371e-02	-2.201e+00	1.004e+00	-9.645e-03	2.484e+00	2.581e-02	2.164e-01
Hibadh	416	416	7.730e-02	7.221e-01	1.220e+00	-1.609e-03	1.255e-01	6.163e-01	1.000e+00
Zfp445	2756	2756	5.140e-01	3.681e+00	3.979e-01	4.335e-03	-2.768e-01	1.000e+00	1.000e+00
Rnf168	698	698	1.765e-01	2.817e+00	5.410e-01	-9.977e-04	-4.100e-01	1.000e+00	1.000e+00
Man2a1	370	370	3.098e-02	-8.701e-01	1.560e+00	-1.120e-02	2.030e+00	4.389e-02	2.990e-01
